X,Y,FID,GISDBID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-8374101.09010136,4866156.18883728,7035,446233E,Bus,44,Eastbound,6233,City Av & Conshohocken Av - FS,40.001472,-75.22583,Fall 2023,34,3,10,5,8,1
-8365315.86720745,4863748.95764248,7036,47725S,Bus,47,Southbound,725,8th St & Susquehanna Av - FS,39.984905,-75.146911,Fall 2023,11,17,10,12,3,7
-8363382.02501339,4876774.47526314,7037,5516623N,Bus,55,Northbound,16623,Old York Rd & Chelten Hills Dr,40.074501,-75.129539,Fall 2023,1,2,2,3,5,2
-8372947.70885725,4866857.96590279,7038,446234E,Bus,44,Eastbound,6234,City Av & Decker Blvd - FS,40.006301,-75.215469,Fall 2023,14,1,4,0,2,0
-8366600.82808968,4855671.19290814,7039,4716305S,Bus,47,Southbound,16305,8th St & Tasker St,39.929283,-75.158454,Fall 2023,28,124,20,75,11,63
-8364147.2351931,4874971.60823505,7040,55806N,Bus,55,Northbound,806,Old York Rd & Cheltenham Av - FS,40.062107,-75.136413,Fall 2023,10,13,6,8,9,10
-8373201.62861575,4866699.99270424,7041,446251E,Bus,44,Eastbound,6251,City Av & Kings Grant Dr - MBFS,40.005214,-75.21775,Fall 2023,45,9,8,3,3,1
-8365626.67122574,4861894.71102782,7042,4726051S,Bus,47,Southbound,26051,8th St & Thompson St,39.972141,-75.149703,Fall 2023,9,32,2,22,3,14
-8361894.90793588,4884937.73995586,7043,5516654N,Bus,55,Northbound,16654,Old York Rd & Chester Av,40.130592,-75.11618,Fall 2023,2,16,1,8,0,10
-8372787.18615153,4866950.54198201,7044,4420550E,Bus,44,Eastbound,20550,City Av & Monument Rd,40.006938,-75.214027,Fall 2023,53,10,6,3,9,3
-8365833.9481176,4860651.81588489,7045,4716284S,Bus,47,Southbound,16284,8th St & Wallace St,39.963584,-75.151565,Fall 2023,25,18,15,9,6,4
-8365123.95240532,4872654.2843604,7046,5516597N,Bus,55,Northbound,16597,Old York Rd & Church Ln,40.046173,-75.145187,Fall 2023,4,13,6,3,2,1
-8372478.83116203,4867132.49936792,7047,44699E,Bus,44,Eastbound,699,City Av & Presidential Blvd,40.00819,-75.211257,Fall 2023,203,20,48,5,26,7
-8366147.31248418,4858368.90792018,7048,4730992S,Bus,47,Southbound,30992,8th St & Walnut St - FS,39.947864,-75.15438,Fall 2023,124,174,58,71,40,63
-8363137.45609211,4877112.42205944,7049,5516625N,Bus,55,Northbound,16625,Old York Rd & Church Rd,40.076824,-75.127342,Fall 2023,15,10,7,8,3,2
-8375552.47362233,4868373.29936498,7050,4429560E,Bus,44,Eastbound,29560,Conshohocken & Dartmouth - FS,40.016727,-75.238868,Fall 2023,1,0,0,0,0,0
-8366433.51489501,4856652.42539391,7051,47729S,Bus,47,Southbound,729,8th St & Washington Av,39.936042,-75.156951,Fall 2023,94,164,53,111,45,83
-8361426.03024066,4886524.13672539,7052,5516661N,Bus,55,Northbound,16661,Old York Rd & Church St,40.141487,-75.111968,Fall 2023,2,10,2,3,0,5
-8377646.83852211,4869610.91106036,7053,4421669E,Bus,44,Eastbound,21669,Conshohocken & Hagys Ford Rd - FS,40.025241,-75.257682,Fall 2023,0,0,0,0,0,0
-8366509.99138519,4856203.38953713,7054,4716302S,Bus,47,Southbound,16302,8th St & Wharton St,39.932949,-75.157638,Fall 2023,22,73,13,44,17,30
-8362402.74745288,4882844.58046623,7055,5527465N,Bus,55,Northbound,27465,Old York Rd & Eckard Av,40.116214,-75.120742,Fall 2023,2,4,2,2,1,2
-8377466.8349055,4869355.93355837,7056,4421673E,Bus,44,Eastbound,21673,Conshohocken St & Centennial Rd,40.023487,-75.256065,Fall 2023,1,0,0,0,0,0
-8366809.77477389,4854430.23734528,7057,4716311S,Bus,47,Southbound,16311,8th St & Wolf St,39.920734,-75.160331,Fall 2023,12,138,14,90,9,78
-8361979.84470736,4884447.8211761,7058,55808N,Bus,55,Northbound,808,Old York Rd & Edgehill Rd,40.127227,-75.116943,Fall 2023,2,4,0,3,1,3
-8374877.32091066,4867036.57892428,7059,4421680E,Bus,44,Eastbound,21680,Conshohocken State Rd & Bala Av,40.00753,-75.232803,Fall 2023,1,0,0,0,0,0
-8365552.86640335,4861670.87093129,7060,4716281S,Bus,47,Southbound,16281,Franklin St & Girard Av,39.9706,-75.14904,Fall 2023,53,49,14,18,10,13
-8362674.5896494,4881627.00144373,7061,55807N,Bus,55,Northbound,807,Old York Rd & Fairway - MBFS,40.107849,-75.123184,Fall 2023,16,66,9,48,7,31
-8375160.9629732,4867741.7611723,7062,4429562E,Bus,44,Eastbound,29562,Conshohocken State Rd & Derwen Rd,40.012382,-75.235351,Fall 2023,0,0,0,0,0,0
-8363029.58750554,4877295.00250355,7063,5516626N,Bus,55,Northbound,16626,Old York Rd & Forrest Av,40.078079,-75.126373,Fall 2023,3,4,3,4,2,0
-8365643.70310783,4861666.36803499,7064,4720999S,Bus,47,Southbound,20999,Girard Av & 8th St,39.970569,-75.149856,Fall 2023,117,119,85,62,55,45
-8375255.25058191,4867900.33234438,7065,4421678E,Bus,44,Eastbound,21678,Conshohocken State Rd & LeveringMil,40.013473,-75.236198,Fall 2023,0,0,0,0,0,0
-8363088.14155769,4877841.01812558,7066,5527456N,Bus,55,Northbound,27456,Old York Rd & Foxcroft Rd,40.081832,-75.126899,Fall 2023,3,6,2,0,0,1
-8363209.59112215,4872671.44342229,7067,47722S,Bus,47,Southbound,722,Godfrey Loop - FS,40.046291,-75.12799,Fall 2023,198,0,96,0,60,0
-8375019.14194193,4867505.58057856,7068,4421679E,Bus,44,Eastbound,21679,Conshohocken State Rd & Lodges Ln,40.010757,-75.234077,Fall 2023,1,0,0,0,0,0
-8365147.77477635,4872885.06168776,7069,5516598N,Bus,55,Northbound,16598,Old York Rd & Godfrey Av,40.04776,-75.145401,Fall 2023,10,29,6,13,7,5
-8363506.92548206,4867593.65711482,7070,47721S,Bus,47,Southbound,721,Luzerne St & 2nd St - FS,40.011363,-75.130661,Fall 2023,7,0,0,0,0,0
-8376168.29304539,4868673.89369141,7071,4429559E,Bus,44,Eastbound,29559,Conshohocken State Rd & Manayunk Rd - FS,40.018795,-75.2444,Fall 2023,2,0,0,0,0,0
-8365028.77424069,4872007.49663634,7072,5519064N,Bus,55,Northbound,19064,Old York Rd & Grange Av - FS,40.041725,-75.144332,Fall 2023,39,0,23,0,7,0
-8366383.42112416,4853569.25126211,7073,4724347S,Bus,47,Southbound,24347,Oregon Av & 5th St - FS,39.914802,-75.156501,Fall 2023,30,241,16,192,9,119
-8379897.49598697,4871344.03050156,7074,4421653E,Bus,44,Eastbound,21653,Conshohocken State Rd & Maplecrest,40.037162,-75.2779,Fall 2023,0,0,0,0,0,0
-8362942.9809417,4879747.72599142,7075,5516635N,Bus,55,Northbound,16635,Old York Rd & Greenwood Av,40.094936,-75.125595,Fall 2023,12,19,8,19,4,19
-8366589.80746009,4853607.42219398,7076,4718578S,Bus,47,Southbound,18578,Oregon Av & 6th St,39.915065,-75.158355,Fall 2023,0,57,1,46,2,29
-8376337.27603242,4868940.4825488,7077,4431450E,Bus,44,Eastbound,31450,Conshohocken State Rd & Mary Waters Ford Rd,40.020629,-75.245918,Fall 2023,2,0,0,0,0,0
-8362963.35240851,4880018.10546485,7078,5516637N,Bus,55,Northbound,16637,Old York Rd & Homestead Rd,40.096794,-75.125778,Fall 2023,10,15,4,9,2,2
-8366770.70163263,4853635.14338086,7079,4718577S,Bus,47,Southbound,18577,Oregon Av & 7th St,39.915256,-75.15998,Fall 2023,3,80,7,43,0,37
-8378952.28219064,4870492.7709126,7080,4430137E,Bus,44,Eastbound,30137,Conshohocken State Rd & Mill Creek,40.031307,-75.269409,Fall 2023,0,0,0,0,0,0
-8362339.96326007,4882983.45075595,7081,5516647N,Bus,55,Northbound,16647,Old York Rd & Horace Av,40.117168,-75.120178,Fall 2023,1,23,1,12,2,3
-8364259.33392033,4867306.03052703,7082,4726044S,Bus,47,Southbound,26044,Rising Sun Av & Randolph St,40.009384,-75.13742,Fall 2023,23,41,15,17,10,12
-8375404.75265804,4868147.13285012,7083,4429563E,Bus,44,Eastbound,29563,Conshohocken State Rd & Overhill Rd,40.015171,-75.237541,Fall 2023,0,0,0,0,0,0
-8362007.00666311,4884158.54025702,7084,5516652N,Bus,55,Northbound,16652,Old York Rd & Jericho Rd - MBNS,40.12524,-75.117187,Fall 2023,5,18,2,10,2,7
-8365141.76352385,4863754.47848017,7085,4721133S,Bus,47,Southbound,21133,Susquehanna Av & 7th St,39.984943,-75.145347,Fall 2023,34,45,14,6,9,7
-8375633.18025315,4868476.93651531,7086,4429561E,Bus,44,Eastbound,29561,Conshohocken State Rd & Rockhill Rd,40.01744,-75.239593,Fall 2023,1,0,0,0,0,0
-8362116.54504205,4883498.19033361,7087,5516649N,Bus,55,Northbound,16649,Old York Rd & Keith Rd,40.120704,-75.118171,Fall 2023,1,12,1,10,1,7
-8365531.60438061,4861848.66434,7088,4716280S,Bus,47,Southbound,16280,Thompson St & Franklin St,39.971824,-75.148849,Fall 2023,31,55,20,46,9,37
-8375710.43597976,4868595.69177623,7089,4421677E,Bus,44,Eastbound,21677,Conshohocken State Rd & RockHill Rd,40.018257,-75.240287,Fall 2023,0,0,0,0,0,0
-8364391.80411437,4874465.02003365,7090,5516614N,Bus,55,Northbound,16614,Old York Rd & Lakeside Av,40.058624,-75.13861,Fall 2023,3,8,5,4,4,3
-8366380.08153943,4853280.28900042,7091,4799S,Bus,47,Southbound,99,Whitman Plaza - 1,39.912811,-75.156471,Fall 2023,0,69,0,59,0,38
-8380841.93054686,4867085.26570023,7092,4418880E,Bus,44,Eastbound,18880,Coulter Av & Glenn Rd,40.007865,-75.286384,Fall 2023,87,0,58,0,43,0
-8363117.0846253,4878795.19921055,7093,5516632N,Bus,55,Northbound,16632,Old York Rd & Lenox Rd,40.08839,-75.127159,Fall 2023,13,12,6,3,4,1
-8365635.24282653,4860318.35079844,7094,47M736N,Bus,47M,Northbound,736,7th St & Spring Garden St,39.961288,-75.14978,Fall 2023,0,22,0,10,0,4
-8378632.90657156,4867757.31295333,7095,4429555E,Bus,44,Eastbound,29555,Essex Av & Dudley St - FS,40.012489,-75.26654,Fall 2023,0,0,0,0,0,0
-8362003.55575889,4883965.78806295,7096,5516651N,Bus,55,Northbound,16651,Old York Rd & London Rd - FS,40.123916,-75.117156,Fall 2023,4,13,5,13,1,6
-8365802.5560212,4859615.8741017,7097,47M18519N,Bus,47M,Northbound,18519,7th St & Vine St,39.956451,-75.151283,Fall 2023,0,2,3,0,0,0
-8362946.32052642,4880728.5779966,7098,5516640N,Bus,55,Northbound,16640,Old York Rd & Madeira Av,40.101676,-75.125625,Fall 2023,4,12,4,5,1,6
-8378700.81146094,4867849.31604453,7099,4429554E,Bus,44,Eastbound,29554,Essex Av & Montgomery - FS,40.013122,-75.26715,Fall 2023,1,0,0,1,2,0
-8365692.12708633,4859927.82164708,7100,47M18520N,Bus,47M,Northbound,18520,7th St & Willow St,39.958599,-75.150291,Fall 2023,0,2,1,1,0,0
-8364999.05193665,4873206.73381954,7101,5516602N,Bus,55,Northbound,16602,Old York Rd & Medary Av - FS,40.049972,-75.144065,Fall 2023,7,12,4,5,0,3
-8378469.82351754,4867577.08820175,7102,4421891E,Bus,44,Eastbound,21891,Essex Av & Sabine Av,40.011249,-75.265075,Fall 2023,10,1,0,0,1,0
-8365668.3047153,4860070.72826443,7103,47M26056N,Bus,47M,Northbound,26056,7th St & Willow St - MBFS,39.959583,-75.150077,Fall 2023,0,1,3,0,1,0
-8363152.70686235,4878086.32031294,7104,5516629N,Bus,55,Northbound,16629,Old York Rd & Meetinghouse Rd - FS,40.083518,-75.127479,Fall 2023,1,4,0,1,1,2
-8378209.11327011,4866882.38148817,7105,44695E,Bus,44,Eastbound,695,Essex Av & Windsor Av,40.006469,-75.262733,Fall 2023,4,0,1,1,1,1
-8366177.92534415,4859154.36074187,7106,47M24335N,Bus,47M,Northbound,24335,9th St & Arch St,39.953273,-75.154655,Fall 2023,2,52,0,24,0,14
-8363937.50927245,4875661.79088435,7107,5516619N,Bus,55,Northbound,16619,Old York Rd  & Melrose Av,40.066852,-75.134529,Fall 2023,2,1,3,0,1,2
-8378309.30081182,4867187.29070417,7108,4421893E,Bus,44,Eastbound,21893,Essex Av & Woodbine Av,40.008567,-75.263633,Fall 2023,2,0,1,0,0,0
-8366459.89761433,4857468.23305168,7109,47M24328N,Bus,47M,Northbound,24328,9th St & Bainbridge St,39.941661,-75.157188,Fall 2023,3,2,3,1,1,0
-8361812.53151269,4886846.25220187,7110,5516663N,Bus,55,Northbound,16663,Old York Rd & Memorial Park/Easton Rd,40.143699,-75.11544,Fall 2023,7,65,3,48,2,40
-8377822.72331756,4871019.07479268,7111,4421663E,Bus,44,Eastbound,21663,Hagys Ford Rd & Bobarn Dr,40.034927,-75.259262,Fall 2023,1,1,0,0,0,0
-8366560.97571197,4856862.94062278,7112,47M24325N,Bus,47M,Northbound,24325,9th St & Carpenter St,39.937492,-75.158096,Fall 2023,11,10,10,9,5,5
-8361505.06707912,4886120.19660554,7113,5516659N,Bus,55,Northbound,16659,Old York Rd & Moreland Rd,40.138713,-75.112678,Fall 2023,0,9,0,7,0,5
-8377860.01534698,4871212.01141681,7114,4429575E,Bus,44,Eastbound,29575,Hagys Ford Rd & Bobarn Dr - MBNS,40.036254,-75.259597,Fall 2023,0,0,0,0,0,0
-8366507.4310369,4857181.91598968,7115,47M24326N,Bus,47M,Northbound,24326,9th St & Catherine St,39.939689,-75.157615,Fall 2023,6,7,7,4,3,1
-8365029.66479662,4872171.66155679,7116,5516595N,Bus,55,Northbound,16595,Old York Rd & Nedro Av,40.042854,-75.14434,Fall 2023,35,0,17,0,17,0
-8377802.24053126,4871035.649457,7117,4421658E,Bus,44,Eastbound,21658,Hagys Ford Rd & Bobarn Rd - FS,40.035041,-75.259078,Fall 2023,1,0,0,0,0,0
-8366266.20170035,4858641.46419374,7118,47M24121N,Bus,47M,Northbound,24121,9th St & Chestnut St,39.949741,-75.155448,Fall 2023,11,29,2,14,0,3
-8361756.42648933,4885524.80088141,7119,5516656N,Bus,55,Northbound,16656,Old York Rd & Old Welsh Rd,40.134624,-75.114936,Fall 2023,3,7,0,6,1,5
-8377841.31367252,4871214.33772908,7120,4429570E,Bus,44,Eastbound,29570,Hagys Ford Rd & Bobarn Rd - MBFS,40.03627,-75.259429,Fall 2023,0,0,0,0,0,0
-8366525.24215543,4857068.95949973,7121,47M30874N,Bus,47M,Northbound,30874,9th St & Christian St,39.938911,-75.157775,Fall 2023,17,4,8,6,2,1
-8361705.55348204,4885646.3815922,7122,5516657N,Bus,55,Northbound,16657,Old York Rd & Parkview Av,40.135459,-75.114479,Fall 2023,0,6,2,4,1,1
-8377742.01668674,4871469.36302135,7123,4429571E,Bus,44,Eastbound,29571,Hagys Ford Rd & Chermar Ln,40.038024,-75.258537,Fall 2023,1,0,0,0,0,0
-8366191.50632203,4859090.75548449,7124,47M915N,Bus,47M,Northbound,915,9th St & Cuthbert St,39.952835,-75.154777,Fall 2023,2,15,0,19,0,5
-8363043.94771985,4879014.47888092,7125,5511334N,Bus,55,Northbound,11334,Old York Rd & Pavilion Dr,40.089897,-75.126502,Fall 2023,17,43,11,25,9,13
-8377758.1580129,4871484.33905485,7126,4429574E,Bus,44,Eastbound,29574,Hagys Ford Rd & Chermar Ln - FS,40.038127,-75.258682,Fall 2023,1,0,0,0,0,0
-8366731.62849136,4855852.79853775,7127,47M24320N,Bus,47M,Northbound,24320,9th St & Dickinson St,39.930534,-75.159629,Fall 2023,9,8,5,4,1,0
-8361426.03024066,4886336.87187955,7128,5516660N,Bus,55,Northbound,16660,Old York Rd & Quigley Av,40.140201,-75.111968,Fall 2023,0,2,0,2,1,1
-8377276.58989573,4870336.33901209,7129,4421668E,Bus,44,Eastbound,21668,Hagys Ford Rd & Flat Rock Rd,40.030231,-75.254356,Fall 2023,0,0,0,0,0,0
-8366617.85997177,4856518.42388524,7130,47M24324N,Bus,47M,Northbound,24324,9th St & Ellsworth St,39.935119,-75.158607,Fall 2023,12,16,5,8,1,5
-8362008.67645547,4883807.54190006,7131,5516650N,Bus,55,Northbound,16650,Old York Rd & Rockwell Rd,40.122829,-75.117202,Fall 2023,10,16,2,15,4,10
-8377127.0878196,4870179.32806182,7132,4429558E,Bus,44,Eastbound,29558,Hagys Ford Rd & Flat Rock Rd - MBFS,40.029151,-75.253013,Fall 2023,0,0,0,0,0,0
-8366639.12199451,4856379.48815124,7133,47M24323N,Bus,47M,Northbound,24323,9th St & Federal St,39.934162,-75.158798,Fall 2023,3,3,5,3,2,2
-8377426.8712083,4869803.965662,7134,4429557E,Bus,44,Eastbound,29557,Hagys Ford Rd & Tower Ln,40.026569,-75.255706,Fall 2023,0,0,0,0,0,0
-8362928.5094079,4881000.14855945,7135,5516641N,Bus,55,Northbound,16641,Old York Rd & Rodman Av,40.103542,-75.125465,Fall 2023,3,9,2,3,2,2
-8366482.82942943,4857328.12250508,7136,47M24327N,Bus,47M,Northbound,24327,9th St & Fitzwater St,39.940696,-75.157394,Fall 2023,7,1,3,1,0,1
-8377602.75600376,4870667.96012458,7137,4421667E,Bus,44,Eastbound,21667,Hagys Ford Rd & Tower Ln - MBFS,40.032512,-75.257286,Fall 2023,0,0,0,0,0,0
-8361833.79353543,4885197.63242339,7138,5516655N,Bus,55,Northbound,16655,Old York Rd & Rubicam Av,40.132377,-75.115631,Fall 2023,2,9,2,9,1,8
-8366943.13552386,4854612.40090534,7139,47M24313N,Bus,47M,Northbound,24313,9th St & Jackson St,39.921989,-75.161529,Fall 2023,16,5,6,3,6,1
-8377178.07214638,4869940.90877982,7140,4429556E,Bus,44,Eastbound,29556,Hagys Ford Rd & Tower Ln - MBNS,40.027511,-75.253471,Fall 2023,1,0,0,0,0,0
-8362970.92213389,4880439.40574084,7141,5516639N,Bus,55,Northbound,16639,Old York Rd & Rydal Rd,40.099689,-75.125846,Fall 2023,1,11,0,9,0,2
-8366327.42742029,4858256.51875228,7142,47M24333N,Bus,47M,Northbound,24333,9th St & Locust St,39.94709,-75.155998,Fall 2023,16,20,5,9,2,2
-8377437.11260146,4867003.29765373,7143,4421896E,Bus,44,Eastbound,21896,Haverford Av & Shirley Rd,40.007301,-75.255798,Fall 2023,4,2,1,1,1,0
-8363613.90351271,4876558.59104955,7144,5516622N,Bus,55,Northbound,16622,Old York Rd & Spring Av,40.073017,-75.131622,Fall 2023,3,8,3,7,2,6
-8366414.92454005,4857738.58665506,7145,47M24330N,Bus,47M,Northbound,24330,9th St & Lombard St,39.943523,-75.156784,Fall 2023,2,5,2,3,3,3
-8378219.35466326,4870471.69026169,7146,4421656E,Bus,44,Eastbound,21656,Hollow Rd & Conshohocken State - FS,40.031162,-75.262825,Fall 2023,0,0,0,0,0,0
-8363235.08328554,4876974.79790898,7147,5516624N,Bus,55,Northbound,16624,Old York Rd & Stahr Rd,40.075878,-75.128219,Fall 2023,7,14,4,6,4,5
-8366231.47001922,4858850.85986844,7148,47M32524N,Bus,47M,Northbound,32524,9th St & Market St,39.951183,-75.155136,Fall 2023,5,82,3,57,1,24
-8380578.65995113,4867198.91755184,7149,4418882E,Bus,44,Eastbound,18882,Llanfair Rd & Montgomery Av,40.008647,-75.284019,Fall 2023,12,0,2,0,3,0
-8365100.13003429,4873004.30601633,7150,5516599N,Bus,55,Northbound,16599,Old York Rd & Stenton Av,40.04858,-75.144973,Fall 2023,12,23,10,19,11,14
-8366882.02112342,4854970.06082718,7151,47M24315N,Bus,47M,Northbound,24315,9th St & McKean St,39.924453,-75.16098,Fall 2023,11,4,7,1,4,0
-8365899.40397819,4858805.9889951,7152,4410331E,Bus,44,Eastbound,10331,Market St & 7th St,39.950874,-75.152153,Fall 2023,15,83,10,15,4,11
-8362515.73673603,4882580.81961984,7153,5516646N,Bus,55,Northbound,16646,Old York Rd & Susquehanna Rd,40.114402,-75.121757,Fall 2023,3,17,1,15,0,12
-8366853.07805581,4855143.37955884,7154,47M24316N,Bus,47M,Northbound,24316,9th St & Mifflin St,39.925647,-75.16072,Fall 2023,25,5,15,4,4,1
-8366139.74275881,4858844.76090288,7155,4418457E,Bus,44,Eastbound,18457,Market St & 8th St - MBNS,39.951141,-75.154312,Fall 2023,3,87,2,16,1,16
-8363189.21965533,4878499.39033329,7156,5518595N,Bus,55,Northbound,18595,Old York Rd & Township Line Rd- MBN,40.086357,-75.127807,Fall 2023,1,6,0,2,0,4
-8366820.79540348,4855323.37876123,7157,47M24317N,Bus,47M,Northbound,24317,9th St & Moore St,39.926887,-75.16043,Fall 2023,6,4,2,1,4,0
-8366295.14476796,4858871.91584976,7158,4410340E,Bus,44,Eastbound,10340,Market St & 9th St,39.951328,-75.155708,Fall 2023,6,53,2,15,1,10
-8364091.24148923,4875098.00479164,7159,5516618N,Bus,55,Northbound,16618,Old York Rd & Valley Rd,40.062976,-75.13591,Fall 2023,19,14,14,9,5,5
-8366790.29386301,4855499.46178076,7160,47M24318N,Bus,47M,Northbound,24318,9th St & Morris St,39.9281,-75.160156,Fall 2023,15,6,9,4,3,2
-8366463.23719905,4858898.49001403,7161,4410255E,Bus,44,Eastbound,10255,Market St & 10th St,39.951511,-75.157218,Fall 2023,15,57,4,20,4,22
-8362965.02220088,4880271.75664446,7162,5516638N,Bus,55,Northbound,16638,Old York Rd & Vista Rd - FS,40.098537,-75.125793,Fall 2023,0,9,0,7,1,5
-8367084.95655513,4853739.78792967,7163,47M21254N,Bus,47M,Northbound,21254,9th St & Oregon Av - FS,39.915977,-75.162803,Fall 2023,25,1,11,3,5,2
-8366684.98562471,4858932.76062592,7164,4410259E,Bus,44,Eastbound,10259,Market St & 11th St - MBNS,39.951747,-75.15921,Fall 2023,24,106,5,37,4,24
-8362927.61885197,4879385.82486955,7165,5517456N,Bus,55,Northbound,17456,Old York Rd & Washington Ln,40.092449,-75.125457,Fall 2023,20,26,19,15,9,15
-8366393.66251731,4857868.24864673,7166,47M24331N,Bus,47M,Northbound,24331,9th St & Pine St,39.944416,-75.156593,Fall 2023,7,6,2,4,1,2
-8366950.81656873,4858973.85647322,7167,4410263E,Bus,44,Eastbound,10263,Market St & 13th St,39.95203,-75.161598,Fall 2023,41,75,12,24,6,17
-8362959.9015043,4879906.48936232,7168,5516636N,Bus,55,Northbound,16636,Old York Rd & West Av - FS,40.096027,-75.125747,Fall 2023,5,5,1,2,2,1
-8367037.42313257,4854065.92024092,7169,47M24310N,Bus,47M,Northbound,24310,9th St & Porter St,39.918224,-75.162376,Fall 2023,17,7,9,5,3,1
-8367382.17959555,4859049.07828787,7170,4410266E,Bus,44,Eastbound,10266,Market St & 15th St,39.952548,-75.165473,Fall 2023,53,143,13,39,9,29
-8362234.65502178,4883223.34867646,7171,5516648N,Bus,55,Northbound,16648,Old York Rd & Woodland Rd,40.118816,-75.119232,Fall 2023,6,73,3,14,2,23
-8366135.40129867,4859422.58191273,7172,47M32220N,Bus,47M,Northbound,32220,9th St & Race St,39.95512,-75.154273,Fall 2023,0,32,1,17,0,9
-8367557.17383508,4859076.23379334,7173,4418451E,Bus,44,Eastbound,18451,Market St & 16th St,39.952735,-75.167045,Fall 2023,40,90,6,20,7,22
-8365025.43465597,4871590.91672329,7174,5532628N,Bus,55,Northbound,32628,Olney Transportation Center - Rt 55,40.03886,-75.144302,Fall 2023,901,0,547,0,433,0
-8366701.12695088,4856027.7295606,7175,47M24321N,Bus,47M,Northbound,24321,9th St & Reed St,39.931739,-75.159355,Fall 2023,9,6,3,5,1,1
-8367905.38120228,4859132.28763836,7176,4410272E,Bus,44,Eastbound,10272,Market St & 18th St,39.953121,-75.170173,Fall 2023,28,52,7,15,7,6
-8362040.17987137,4886937.99587043,7177,5527466N,Bus,55,Northbound,27466,Park Av & Easton Rd - MBFS,40.144329,-75.117485,Fall 2023,1,12,0,19,0,10
-8367001.68957602,4854254.17326853,7178,47M24311N,Bus,47M,Northbound,24311,9th St & Ritner St,39.919521,-75.162055,Fall 2023,9,9,6,0,6,4
-8368077.81509352,4859161.0407697,7179,4410275E,Bus,44,Eastbound,10275,Market St & 19th St,39.953319,-75.171722,Fall 2023,36,48,9,12,2,10
-8362225.30418455,4886771.25602545,7180,5520846N,Bus,55,Northbound,20846,Park Av & Moreland Rd,40.143184,-75.119148,Fall 2023,2,36,2,21,1,18
-8367067.14543661,4853880.42845521,7181,47M24309N,Bus,47M,Northbound,24309,9th St & Shunk St,39.916946,-75.162643,Fall 2023,5,1,3,0,1,0
-8368256.14891777,4859188.19658129,7182,4418448E,Bus,44,Eastbound,18448,Market St & 20th St,39.953506,-75.173324,Fall 2023,39,31,5,11,7,5
-8360440.0735107,4889505.85314505,7183,55817N,Bus,55,Northbound,817,Turnpike Dr & Angelo's,40.16196,-75.103111,Fall 2023,0,2,0,0,0,0
-8366914.30377575,4854786.87463265,7184,47M24314N,Bus,47M,Northbound,24314,9th St & Snyder Av,39.923191,-75.16127,Fall 2023,26,6,18,10,7,2
-8368419.23197178,4859215.35246712,7185,4418447E,Bus,44,Eastbound,18447,Market St & 21st St - FS,39.953693,-75.174789,Fall 2023,48,25,15,6,15,6
-8363896.65501933,4899310.94522695,7186,5532417N,Bus,55,Northbound,32417,Valley Square Blvd & Main St,40.22924,-75.134162,Fall 2023,0,8,0,0,0,0
-8366439.52614752,4857592.37409888,7187,47M24329N,Bus,47M,Northbound,24329,9th St & South St,39.942516,-75.157005,Fall 2023,5,6,4,6,1,1
-8368604.35628497,4859245.26759308,7188,4420644E,Bus,44,Eastbound,20644,Market St & 22nd St - FS,39.953899,-75.176452,Fall 2023,42,44,11,11,4,6
-8362598.11315922,4886637.42930943,7189,55809N,Bus,55,Northbound,809,Willow Grove Park Mall,40.142265,-75.122497,Fall 2023,36,205,28,192,17,128
-8366359.71007262,4858078.06362919,7190,47M24332N,Bus,47M,Northbound,24332,9th St & Spruce St,39.945861,-75.156288,Fall 2023,6,4,1,3,0,2
-8368768.32989491,4859272.42363495,7191,4410283E,Bus,44,Eastbound,10283,Market St & 23rd St,39.954086,-75.177925,Fall 2023,1,4,0,1,1,0
-8364511.58388647,4896794.32901351,7192,5532426S,Bus,55,Southbound,32426,County Line Rd & Easton Rd,40.211978,-75.139686,Fall 2023,1,1,0,0,0,0
-8366759.68100304,4855675.54792037,7193,47M24319N,Bus,47M,Northbound,24319,9th St & Tasker St,39.929313,-75.159881,Fall 2023,7,2,8,4,3,2
-8368915.16030327,4859296.23969,7194,4410285E,Bus,44,Eastbound,10285,Market St & 24th St,39.95425,-75.179244,Fall 2023,2,7,0,0,1,0
-8363804.92775891,4914599.66440764,7195,55814S,Bus,55,Southbound,814,Cross Keys Center Doylestown,40.334014,-75.133338,Fall 2023,14,0,12,0,10,0
-8366301.04470097,4858421.0371778,7196,47M24334N,Bus,47M,Northbound,24334,9th St & Walnut St,39.948223,-75.155761,Fall 2023,17,38,6,18,4,9
-8369170.86117362,4859339.95101282,7197,4421529E,Bus,44,Eastbound,21529,Market St & Schuylkill Av,39.954551,-75.181541,Fall 2023,44,14,6,5,6,3
-8363383.69480575,4905388.92469185,7198,5516786S,Bus,55,Southbound,16786,Easton Rd & Almshouse Rd,40.270912,-75.129554,Fall 2023,7,3,5,3,3,2
-8366593.2583643,4856680.73580304,7199,47M1216N,Bus,47M,Northbound,1216,9th St & Washington Av,39.936237,-75.158386,Fall 2023,0,9,3,3,2,1
-8376328.70443163,4866870.17368797,7200,4421899E,Bus,44,Eastbound,21899,Montgomery Av & Bowman Av,40.006385,-75.245841,Fall 2023,5,0,0,1,0,0
