X,Y,FID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,WK_Ons,WK_Offs,Sat_Ons,Sat_Offs,Sun_Ons,Sun_Offs
-8367851.05729077,4863977.78441032,3312,Bus,33,Southbound,3121,22nd St & Diamond St,39.98648,-75.169685,Fall 2025,227,143,128,86,104,62
-8367505.41027186,4866022.05900772,3313,Bus,33,Southbound,3128,22nd St & Fox St,40.000549,-75.16658,Fall 2025,102,70,74,45,56,25
-8367662.48207337,4865084.07279131,3314,Bus,33,Southbound,3132,22nd St & Huntingdon St,39.994094,-75.167991,Fall 2025,41,24,26,17,20,10
-8367958.92587735,4863323.28124555,3315,Bus,33,Southbound,3142,22nd St & Montgomery Av,39.981975,-75.170654,Fall 2025,42,46,37,30,22,20
-8367886.67952783,4863755.64076218,3316,Bus,33,Southbound,3146,22nd St & Norris St,39.984951,-75.170005,Fall 2025,126,78,64,41,56,29
-8367364.36847703,4866876.27758619,3317,Bus,33,Southbound,3149,22nd St & Ontario St,40.006427,-75.165313,Fall 2025,43,11,27,5,23,2
-8368007.34985585,4863026.19027628,3318,Bus,33,Southbound,3158,22nd St & Ridge Av,39.97993,-75.171089,Fall 2025,69,48,51,35,42,30
-8367814.5444978,4864203.42003337,3319,Bus,33,Southbound,3168,22nd St & Susquehanna Av,39.988033,-75.169357,Fall 2025,106,73,54,46,42,35
-8367327.07644761,4867095.29375241,3320,Bus,33,Southbound,3171,22nd St & Tioga St,40.007934,-75.164978,Fall 2025,70,0,42,1,34,0
-8367281.99205384,4867524.47481914,3321,Bus,33,Southbound,8712,Hunting Park Av & 22nd St,40.010887,-75.164573,Fall 2025,88,0,51,0,48,0
-8366463.23719905,4858898.49001403,3322,Bus,33,Southbound,10255,Market St & 10th St,39.951511,-75.157218,Fall 2025,61,119,44,82,15,61
-8366684.98562471,4858932.76062592,3323,Bus,33,Southbound,10259,Market St & 11th St - MBNS,39.951747,-75.15921,Fall 2025,76,301,32,211,15,134
-8366950.81656873,4858973.85647322,3324,Bus,33,Southbound,10263,Market St & 13th St,39.95203,-75.161598,Fall 2025,60,248,24,186,20,114
-8367382.17959555,4859049.07828787,3325,Bus,33,Southbound,10266,Market St & 15th St,39.952548,-75.165473,Fall 2025,85,482,38,249,28,202
-8367905.38120228,4859132.28763836,3326,Bus,33,Southbound,10272,Market St & 18th St,39.953121,-75.170173,Fall 2025,55,170,28,121,16,87
-8365899.40397819,4858805.9889951,3327,Bus,33,Southbound,10331,Market St & 7th St,39.950874,-75.152153,Fall 2025,315,151,173,63,126,53
-8366295.14476796,4858871.91584976,3328,Bus,33,Southbound,10340,Market St & 9th St,39.951328,-75.155708,Fall 2025,70,120,28,58,9,35
-8367838.25554933,4862653.85850107,3329,Bus,33,Southbound,12293,Ridge Av & Jefferson St,39.977367,-75.16957,Fall 2025,121,61,76,37,47,26
-8367742.29814827,4862433.34240339,3330,Bus,33,Southbound,12307,Ridge Av & Master St,39.975849,-75.168708,Fall 2025,99,45,50,19,44,23
-8367936.77329869,4862884.40329524,3331,Bus,33,Southbound,12320,Ridge Av & Oxford St,39.978954,-75.170455,Fall 2025,31,17,23,5,13,11
-8367447.63545614,4867368.089727,3332,Bus,33,Southbound,13905,23rd St & Venango St Loop,40.009811,-75.166061,Fall 2025,718,0,407,0,312,0
-8367761.89037865,4861035.83746219,3333,Bus,33,Southbound,14910,19th St & Wallace St,39.966228,-75.168884,Fall 2025,35,26,34,8,19,8
-8367999.66881098,4859609.19376795,3334,Bus,33,Southbound,14911,19th St & Cherry St,39.956405,-75.17102,Fall 2025,77,302,34,101,21,59
-8368021.71007016,4859477.33070836,3335,Bus,33,Southbound,14912,19th St &  & Arch St,39.955497,-75.171218,Fall 2025,56,271,20,111,18,84
-8367592.90739162,4862092.99021478,3336,Bus,33,Southbound,18426,Ridge Av & 19th St,39.973506,-75.167366,Fall 2025,45,43,22,17,21,14
-8367557.17383508,4859076.23379334,3337,Bus,33,Southbound,18451,Market St & 16th St,39.952735,-75.167045,Fall 2025,81,322,37,202,24,133
-8366139.74275881,4858844.76090288,3338,Bus,33,Southbound,18457,Market St & 8th St - MBNS,39.951141,-75.154312,Fall 2025,93,124,34,65,13,34
-8367586.89613912,4865547.46032259,3339,Bus,33,Southbound,30809,22nd St & Somerset St,39.997283,-75.167312,Fall 2025,181,96,109,66,88,45
-8368044.64188526,4859341.11277817,3340,Bus,33,Southbound,31348,19th St & JFK Blvd,39.954559,-75.171424,Fall 2025,37,232,13,129,14,101
-8372031.32680904,4868107.16179792,3341,Bus,35,Loop,28,Wissahickon Transit Center,40.014896,-75.207237,Fall 2025,25,26,15,25,14,21
-8372862.77208578,4870727.27800316,3342,Bus,35,Loop,123,Ridge Av & Lyceum Av,40.03292,-75.214706,Fall 2025,2,4,5,3,2,5
-8374754.20155385,4872496.65504593,3343,Bus,35,Loop,907,Ridge Av & Domino Ln - FS,40.045089,-75.231697,Fall 2025,19,17,15,13,18,13
-8375641.64053445,4871514.87278547,3344,Bus,35,Loop,922,Umbria St & Domino Ln,40.038337,-75.239669,Fall 2025,0,1,1,1,0,1
-8373721.37931827,4871453.36922414,3345,Bus,35,Loop,12269,Ridge Av & Fountain St - FS,40.037914,-75.222419,Fall 2025,3,1,0,0,4,0
-8373015.61374664,4870906.97844822,3346,Bus,35,Loop,12275,Ridge Av & Green Ln,40.034156,-75.216079,Fall 2025,4,10,1,2,4,0
-8374158.75359759,4872106.66413743,3347,Bus,35,Loop,12322,Ridge Av & Parker Av,40.042407,-75.226348,Fall 2025,5,0,3,0,3,0
-8373340.88929874,4870289.81698988,3348,Bus,35,Loop,16024,Manayunk Av & Lyceum Av,40.029911,-75.219001,Fall 2025,1,0,1,0,0,0
-8372594.38079347,4868378.82277625,3349,Bus,35,Loop,16028,Main St & Sumac St - FS,40.016765,-75.212295,Fall 2025,0,0,1,0,0,0
-8372727.74154345,4868569.52770433,3350,Bus,35,Loop,16030,Main St & Haines St,40.018077,-75.213493,Fall 2025,1,0,0,0,0,0
-8373247.49224596,4869167.39397704,3351,Bus,35,Loop,16033,Main St & Shurs Ln,40.02219,-75.218162,Fall 2025,1,1,0,1,0,0
-8373360.48152912,4869280.48822251,3352,Bus,35,Loop,16034,Main St & Jamestown St,40.022968,-75.219177,Fall 2025,0,0,0,0,0,0
-8373457.21816661,4869379.19235183,3353,Bus,35,Loop,16036,Main St & Pensdale St,40.023647,-75.220046,Fall 2025,0,0,0,0,0,0
-8373595.69961316,4869512.7861032,3354,Bus,35,Loop,16037,Main St & Rector St,40.024566,-75.22129,Fall 2025,0,0,0,1,0,0
-8373740.08099272,4869587.65172346,3355,Bus,35,Loop,16038,Main St & Cotton St,40.025081,-75.222587,Fall 2025,0,1,2,2,0,1
-8373965.1690031,4869707.43789142,3356,Bus,35,Loop,16039,Main St & Levering St,40.025905,-75.224609,Fall 2025,3,2,1,3,2,2
-8374224.98869462,4869845.54267196,3357,Bus,35,Loop,16040,Main St &  Green Ln,40.026855,-75.226943,Fall 2025,3,2,2,3,1,4
-8374602.13912942,4870433.89058608,3358,Bus,35,Loop,16042,Umbria St & Hermitage St,40.030902,-75.230331,Fall 2025,0,4,0,2,0,0
-8374827.22713981,4870648.62373595,3359,Bus,35,Loop,16046,Umbria St &  Fountain St,40.032379,-75.232353,Fall 2025,1,0,0,0,0,2
-8373218.66049785,4870141.67487943,3360,Bus,35,Loop,16052,Manayunk Av & Monastery Av,40.028892,-75.217903,Fall 2025,0,0,1,1,0,0
-8374041.64549328,4871949.77055655,3361,Bus,35,Loop,16179,Ridge Av & Fairthorne Av - MBFS,40.041328,-75.225296,Fall 2025,0,0,2,0,1,0
-8373949.91823287,4871797.82316238,3362,Bus,35,Loop,16180,Ridge Av & Cinnaminson St,40.040283,-75.224472,Fall 2025,5,0,4,0,3,0
-8373176.13645236,4871124.9204939,3363,Bus,35,Loop,16181,Ridge Av & Leverington Av,40.035655,-75.217521,Fall 2025,1,0,2,1,0,1
-8372699.68903177,4870542.63773417,3364,Bus,35,Loop,16185,Ridge Av & Monastary Av,40.03165,-75.213241,Fall 2025,2,0,0,0,0,2
-8372607.96177135,4870437.8159303,3365,Bus,35,Loop,16186,Ridge Av & Gerhard St,40.030929,-75.212417,Fall 2025,1,1,3,4,0,0
-8372504.32332542,4870308.57115383,3366,Bus,35,Loop,16187,Ridge Av & Roxborough Av,40.03004,-75.211486,Fall 2025,0,5,1,3,1,1
-8372702.24938005,4870183.25330528,3367,Bus,35,Loop,16188,Roxborough Av & Mitchell St,40.029178,-75.213264,Fall 2025,1,2,0,1,1,3
-8372894.16418218,4870069.56725353,3368,Bus,35,Loop,16189,Roxborough Av & Pechin St,40.028396,-75.214988,Fall 2025,0,1,0,1,0,0
-8373070.82821407,4869967.51259851,3369,Bus,35,Loop,16190,Roxborough Av & Manayunk Av,40.027694,-75.216575,Fall 2025,0,0,0,0,1,1
-8373487.83102658,4870471.69026169,3370,Bus,35,Loop,16193,Manayunk Av & Green Ln,40.031162,-75.220321,Fall 2025,0,0,0,1,1,1
-8373554.95667953,4870554.85005523,3371,Bus,35,Loop,16194,Manayunk Av & Dupont St,40.031734,-75.220924,Fall 2025,1,0,0,0,0,0
-8373632.21240614,4870648.62373595,3372,Bus,35,Loop,16195,Manayunk Av & Krams St,40.032379,-75.221618,Fall 2025,0,1,0,0,0,0
-8373711.24924461,4870741.23520264,3373,Bus,35,Loop,16196,Manayunk Av & Leverington Av,40.033016,-75.222328,Fall 2025,1,0,1,0,1,0
-8373767.24294847,4869587.65172346,3374,Bus,35,Loop,16200,Main St & Cotton St,40.025081,-75.222831,Fall 2025,3,1,4,3,0,1
-8373634.77275443,4869520.05458525,3375,Bus,35,Loop,16201,Main St & Rector St,40.024616,-75.221641,Fall 2025,2,1,2,0,0,0
-8373481.93109357,4869383.55338168,3376,Bus,35,Loop,16202,Main St & Pensdale St,40.023677,-75.220268,Fall 2025,0,1,0,0,0,0
-8373385.08313658,4869284.26774398,3377,Bus,35,Loop,16203,Main St & Jamestown St,40.022994,-75.219398,Fall 2025,3,1,0,0,0,0
-8373271.31461699,4869170.15590341,3378,Bus,35,Loop,16204,Main St & Shurs Ln,40.022209,-75.218376,Fall 2025,2,0,0,0,1,0
-8372972.31046472,4868865.62181351,3379,Bus,35,Loop,16205,Main St & Hermit St,40.020114,-75.21569,Fall 2025,2,1,1,0,0,0
-8375100.62780919,4871012.38677809,3380,Bus,35,Loop,18024,Umbria St & Parker St,40.034881,-75.234809,Fall 2025,0,2,0,1,0,1
-8375291.76337489,4871215.35549087,3381,Bus,35,Loop,18027,Umbria St & Paoli Av,40.036277,-75.236526,Fall 2025,0,1,1,0,0,0
-8375436.14475445,4871336.32449346,3382,Bus,35,Loop,18028,Umbria St & Paoli Av - MBFS,40.037109,-75.237823,Fall 2025,0,0,0,0,0,0
-8375490.46866595,4871895.38911632,3383,Bus,35,Loop,18030,Domino Ln & Umbria St - MBFS,40.040954,-75.238311,Fall 2025,1,6,0,0,0,0
-8375287.53323424,4872244.80233915,3384,Bus,35,Loop,18031,Domino Ln & Fowler St,40.043357,-75.236488,Fall 2025,0,0,0,0,0,0
-8375054.76417899,4872379.16176296,3385,Bus,35,Loop,18032,Domino Ln & Fowler St - MBFS,40.044281,-75.234397,Fall 2025,0,1,0,0,0,0
-8373350.24013596,4871282.52799998,3386,Bus,35,Loop,18045,Ridge Av & Hermitage St,40.036739,-75.219085,Fall 2025,1,0,1,1,0,0
-8374236.89988013,4869834.93034166,3387,Bus,35,Loop,18393,Main St & Green Ln - FS,40.026782,-75.22705,Fall 2025,1,0,4,3,3,0
-8374421.24495688,4872326.95912983,3388,Bus,35,Loop,20404,Ridge Av & Paoili Av,40.043922,-75.228706,Fall 2025,8,0,5,0,3,0
-8374484.91970562,4870271.49900352,3389,Bus,35,Loop,30294,Umbria St & Leverington Av - FS,40.029785,-75.229278,Fall 2025,0,1,0,0,0,1
-8372395.67550241,4868282.30887462,3390,Bus,35,Loop,30319,Main St & Ridge Av - MBNS,40.016101,-75.21051,Fall 2025,0,5,0,0,1,2
-8372945.14850897,4868864.02285251,3391,Bus,35,Loop,30907,Main St & Hermit St,40.020103,-75.215446,Fall 2025,1,0,0,0,0,0
-8374996.21012683,4870860.45374872,3392,Bus,35,Loop,30910,Umbria St & Lemonte St,40.033836,-75.233871,Fall 2025,0,1,0,1,0,0
-8373982.98012163,4869700.75076139,3393,Bus,35,Loop,30913,Main St & Levering St,40.025859,-75.224769,Fall 2025,1,3,2,1,5,1
-8372750.67335855,4868585.0807832,3394,Bus,35,Loop,30914,Main St & Dawson St,40.018184,-75.213699,Fall 2025,0,0,0,0,0,1
-8372602.06183834,4868368.35736802,3395,Bus,35,Loop,30915,Main St & Kalos St,40.016693,-75.212364,Fall 2025,0,0,0,0,0,0
-8374581.76766261,4870199.3904336,3396,Bus,35,Loop,30918,Leverington Av & Main St,40.029289,-75.230148,Fall 2025,5,1,3,0,0,0
-8374843.36846597,4872493.89219285,3397,Bus,35,Loop,30919,Domino La & Ridge Av,40.04507,-75.232498,Fall 2025,2,5,1,5,2,9
-8374022.0532629,4870554.85005523,3398,Bus,35,Loop,31012,Leverington Av & Silverwood St,40.031734,-75.22512,Fall 2025,1,1,0,0,1,0
-8374468.77837945,4870262.63078418,3399,Bus,35,Loop,31014,Leverington Av & Umbria St,40.029724,-75.229133,Fall 2025,0,2,0,0,0,0
-8372395.67550241,4868297.86150313,3400,Bus,35,Loop,31059,Main St & Ridge Av - MBFS,40.016208,-75.21051,Fall 2025,0,0,1,1,1,0
-8377721.64521992,4847685.71355372,3401,Bus,37,Eastbound,618,International Plaza,39.874252,-75.258354,Fall 2025,24,4,0,0,0,0
-8382402.07321033,4846575.8490244,3402,Bus,37,Eastbound,624,Industrial Hwy & Wanamaker Av - FS,39.8666,-75.300399,Fall 2025,8,4,1,3,1,2
-8375752.96002524,4851980.42553767,3403,Bus,37,Eastbound,630,Lindbergh Blvd & Island Av,39.903854,-75.240669,Fall 2025,6,2,8,3,8,4
-8368973.82567492,4854845.51707233,3404,Bus,37,Eastbound,631,Passyunk Av & 20th St,39.923595,-75.179771,Fall 2025,9,54,5,34,2,30
-8375831.88554422,4848379.51429394,3405,Bus,37,Eastbound,633,Philadelphia Airport Terminals E & F,39.879035,-75.241378,Fall 2025,25,5,14,8,29,11
-8376156.38185988,4848122.32514342,3406,Bus,37,Eastbound,1160,Philadelphia Airport Terminal B,39.877262,-75.244293,Fall 2025,73,24,51,15,61,19
-8380188.81909438,4847702.24932462,3407,Bus,37,Eastbound,2501,Stevens Dr & Airport Business Ctr,39.874366,-75.280517,Fall 2025,1,1,0,0,0,0
-8389033.48659637,4844053.73173166,3408,Bus,37,Eastbound,14785,Chester Transit Center,39.849208,-75.35997,Fall 2025,170,0,95,0,76,0
-8376511.37971602,4850707.86464358,3409,Bus,37,Eastbound,15053,84th St & Crane St - FS,39.895084,-75.247482,Fall 2025,2,0,2,4,0,0
-8376477.42727133,4848049.21675088,3410,Bus,37,Eastbound,17103,Philadelphia Airport Terminal A,39.876758,-75.247177,Fall 2025,32,30,25,19,28,19
-8375875.18882613,4848274.92613837,3411,Bus,37,Eastbound,17105,Philadelphia Airport Terminal D,39.878314,-75.241767,Fall 2025,45,18,37,14,33,11
-8376808.60275644,4849249.48086004,3412,Bus,37,Eastbound,19549,Bartram Av & 90th St,39.885032,-75.250152,Fall 2025,16,8,14,2,10,1
-8376663.33082095,4849393.97492162,3413,Bus,37,Eastbound,19550,89th St & Bartram Av - FS,39.886028,-75.248847,Fall 2025,19,2,9,1,15,1
-8376480.76685605,4849565.45553777,3414,Bus,37,Eastbound,19551,88th St & Tinicum - MBFS,39.88721,-75.247207,Fall 2025,4,5,14,2,21,2
-8376759.39954151,4850879.94830469,3415,Bus,37,Eastbound,19554,84th St & Lyons Pl - FS,39.89627,-75.24971,Fall 2025,3,2,2,1,6,0
-8376940.29371404,4851002.84630031,3416,Bus,37,Eastbound,19555,84th St & Lindbergh Blvd,39.897117,-75.251335,Fall 2025,38,4,25,4,19,4
-8376919.92224723,4851231.96007823,3417,Bus,37,Eastbound,19556,Lindbergh Blvd & 83rd St,39.898696,-75.251152,Fall 2025,9,1,0,1,2,1
-8376798.47268277,4851403.61749521,3418,Bus,37,Eastbound,19557,Lindbergh Blvd & 82nd St,39.899879,-75.250061,Fall 2025,13,2,9,0,10,2
-8376665.89116924,4851571.94040975,3419,Bus,37,Eastbound,19558,Lindbergh Blvd & 81st St,39.901039,-75.24887,Fall 2025,9,3,0,0,1,0
-8376476.5367154,4851731.26937986,3420,Bus,37,Eastbound,19559,Lindbergh Blvd & 80th St,39.902137,-75.247169,Fall 2025,22,0,16,4,8,1
-8376263.35989053,4851841.40811121,3421,Bus,37,Eastbound,19560,Lindbergh Blvd & 79th St,39.902896,-75.245254,Fall 2025,7,2,7,2,6,0
-8379924.65794272,4847632.04501299,3422,Bus,37,Eastbound,19676,Stevens Dr & Governor Printz - FS,39.873882,-75.278144,Fall 2025,0,0,0,0,0,0
-8387955.69128651,4844106.94598243,3423,Bus,37,Eastbound,20417,Harrah's Chester Casino,39.849575,-75.350288,Fall 2025,48,2,48,4,43,2
-8372270.77503374,4854038.19785262,3424,Bus,37,Eastbound,24546,Passyunk Av & 61st St,39.918033,-75.209388,Fall 2025,1,2,0,0,0,0
-8370504.24603434,4854486.70043434,3425,Bus,37,Eastbound,24547,Passyunk Av & 28th St - FS,39.921123,-75.193519,Fall 2025,6,3,5,7,2,2
-8388859.38291277,4843880.17115241,3426,Bus,37,Eastbound,24871,4th St & Welsh St,39.848011,-75.358406,Fall 2025,3,0,1,0,3,0
-8388534.88659711,4844052.1367585,3427,Bus,37,Eastbound,24873,3rd St & Madison St,39.849197,-75.355491,Fall 2025,0,0,0,0,0,0
-8388433.02926303,4844202.06535195,3428,Bus,37,Eastbound,24874,4th St & Upland St,39.850231,-75.354576,Fall 2025,1,0,0,0,0,0
-8388081.37099162,4844483.07879885,3429,Bus,37,Eastbound,24876,4th St & Caldwell St,39.852169,-75.351417,Fall 2025,6,0,3,0,1,0
-8387949.68003401,4844548.33073423,3430,Bus,37,Eastbound,24877,4th St & Hinkson St,39.852619,-75.350234,Fall 2025,2,0,3,0,3,0
-8387785.81774356,4844631.27381178,3431,Bus,37,Eastbound,24878,4th St & Harrah's Blvd,39.853191,-75.348762,Fall 2025,5,0,2,0,7,0
-8386916.96911792,4845168.97052664,3432,Bus,37,Eastbound,24880,Industrial Hwy & Saville Av,39.856899,-75.340957,Fall 2025,21,3,15,3,8,0
-8381968.92907165,4846564.68138789,3433,Bus,37,Eastbound,24883,Industrial Hwy & Saude Av,39.866523,-75.296508,Fall 2025,8,2,3,0,6,5
-8381583.42967503,4846634.44306293,3434,Bus,37,Eastbound,24885,Governor Printz & Jansen Blvd - MBFS,39.867004,-75.293045,Fall 2025,17,13,19,10,12,4
-8381270.84454489,4846783.8304155,3435,Bus,37,Eastbound,24886,Governor Printz Blvd & 1st  Av - MBNS,39.868034,-75.290237,Fall 2025,1,0,1,0,1,1
-8380929.42766662,4846943.6628627,3436,Bus,37,Eastbound,24887,Governor Printz Blvd & 2nd Av,39.869136,-75.28717,Fall 2025,8,1,6,0,3,0
-8380690.75867836,4847054.90892169,3437,Bus,37,Eastbound,24888,Governor Printz Blvd & 3rd Av,39.869903,-75.285026,Fall 2025,7,1,1,2,2,2
-8380420.6975937,4847183.85147733,3438,Bus,37,Eastbound,24889,Governor Printz Blvd & 4th Av - FS,39.870792,-75.2826,Fall 2025,31,13,23,6,21,3
-8380219.43195434,4847279.58043974,3439,Bus,37,Eastbound,24890,Governor Printz Blvd & 5th Av,39.871452,-75.280792,Fall 2025,2,8,2,3,2,5
-8374772.79190881,4851872.46193976,3440,Bus,37,Eastbound,24892,Brewster Av & 76th St - MBFS,39.90311,-75.231864,Fall 2025,1,1,0,0,0,0
-8373594.80905724,4853525.56531844,3441,Bus,37,Eastbound,24894,Essington Av & 67th St - FS,39.914501,-75.221282,Fall 2025,1,0,0,0,0,0
-8375560.15466719,4852033.53709267,3442,Bus,37,Eastbound,24896,Lindbergh Blvd  & Suffolk Av,39.90422,-75.238937,Fall 2025,8,1,6,3,7,1
-8375109.97864642,4852382.2519718,3443,Bus,37,Eastbound,24897,Lindbergh Blvd  & 74th St - FS,39.906623,-75.234893,Fall 2025,50,3,41,4,35,9
-8374867.97007344,4852728.80222122,3444,Bus,37,Eastbound,24898,Lindbergh Blvd  & 72nd St - FS,39.909011,-75.232719,Fall 2025,29,6,15,5,10,2
-8374555.38494329,4853063.75422759,3445,Bus,37,Eastbound,24899,Lindbergh Blvd  & 70th St - FS,39.911319,-75.229911,Fall 2025,60,24,47,14,26,7
-8374260.72225116,4853345.59867142,3446,Bus,37,Eastbound,24900,Lindbergh Blvd  & 68th St,39.913261,-75.227264,Fall 2025,8,4,3,3,7,3
-8374122.24080461,4853568.67071674,3447,Bus,37,Eastbound,24901,Lindbergh Blvd  & Eastwick Av - MBNS,39.914798,-75.22602,Fall 2025,2,0,0,1,1,1
-8374103.53913016,4854089.72381928,3448,Bus,37,Eastbound,24903,Lindbergh Blvd  & 65th St,39.918388,-75.225852,Fall 2025,40,11,19,14,14,13
-8374007.5817291,4854268.54276714,3449,Bus,37,Eastbound,24904,Lindbergh Blvd  & 64th St,39.91962,-75.22499,Fall 2025,11,5,4,3,3,3
-8373911.62432803,4854450.70336364,3450,Bus,37,Eastbound,24905,Lindbergh Blvd  & 63rd St,39.920875,-75.224128,Fall 2025,14,59,9,34,4,29
-8373799.5256008,4854660.59134582,3451,Bus,37,Eastbound,24906,Lindbergh Blvd  & 62nd St,39.922321,-75.223121,Fall 2025,16,48,14,25,13,26
-8373684.86652529,4854884.27352807,3452,Bus,37,Eastbound,24907,Lindbergh Blvd  & 61st St,39.923862,-75.222091,Fall 2025,13,13,4,12,5,12
-8373521.78347127,4854798.48696946,3453,Bus,37,Eastbound,24908,61st St & Eastwick Av,39.923271,-75.220626,Fall 2025,9,3,1,3,2,3
-8372656.38574985,4854318.32816039,3454,Bus,37,Eastbound,24909,61st St & Passyunk Av - MBNS,39.919963,-75.212852,Fall 2025,0,1,0,1,0,0
-8369819.74248545,4854640.56035122,3455,Bus,37,Eastbound,24911,Passyunk Av & 24th St,39.922183,-75.18737,Fall 2025,14,86,4,46,11,45
-8369591.20357085,4854698.76646906,3456,Bus,37,Eastbound,24912,Passyunk Av & 23rd St,39.922584,-75.185317,Fall 2025,35,38,25,24,12,21
-8369395.05862808,4854743.6187974,3457,Bus,37,Eastbound,24913,Passyunk Av & 22nd St,39.922893,-75.183555,Fall 2025,22,11,2,11,0,8
-8369203.92306238,4854790.64864062,3458,Bus,37,Eastbound,24914,Passyunk Av & 21st St,39.923217,-75.181838,Fall 2025,5,7,4,7,5,8
-8368786.92024987,4854891.96677509,3459,Bus,37,Eastbound,24915,Passyunk Av & 19th St,39.923915,-75.178092,Fall 2025,4,14,1,8,3,8
-8368605.2468409,4854929.12669361,3460,Bus,37,Eastbound,24916,Passyunk Av & 18th St,39.924171,-75.17646,Fall 2025,2,9,0,9,0,7
-8368413.33203877,4854973.98006158,3461,Bus,37,Eastbound,24917,Passyunk Av & 17th St,39.92448,-75.174736,Fall 2025,2,22,1,13,0,9
-8368232.32654674,4855017.67237195,3462,Bus,37,Eastbound,24918,Passyunk Av & 16th St,39.924781,-75.17311,Fall 2025,0,32,0,19,1,21
-8368040.41174461,4855066.44541041,3463,Bus,37,Eastbound,24919,Passyunk Av & 15th St,39.925117,-75.171386,Fall 2025,5,27,4,9,2,10
-8388269.0556531,4844282.25052657,3464,Bus,37,Eastbound,24961,Morton Av & 4th St - FS,39.850784,-75.353103,Fall 2025,6,0,2,0,3,0
-8375657.00262418,4850427.25568446,3465,Bus,37,Eastbound,29438,Bartram Av & 84th St - MBFS,39.89315,-75.239807,Fall 2025,0,1,0,0,0,0
-8385867.22631974,4845689.43873158,3466,Bus,37,Eastbound,29451,Industrial Hwy & Baldwin Creek,39.860488,-75.331527,Fall 2025,0,0,0,0,0,0
-8384835.29464008,4846184.11903214,3467,Bus,37,Eastbound,29452,Industrial Hwy & Seaknight Av,39.863899,-75.322257,Fall 2025,5,1,1,0,1,0
-8383597.86718043,4846606.16124383,3468,Bus,37,Eastbound,29453,Industrial Hwy & Sellers Av - MBFS,39.866809,-75.311141,Fall 2025,0,0,0,0,0,0
-8383363.53965231,4846626.17606134,3469,Bus,37,Eastbound,29454,Industrial Hwy & Sellers Av - MBFS,39.866947,-75.309036,Fall 2025,3,5,1,3,0,3
-8383003.42109959,4846607.90166115,3470,Bus,37,Eastbound,29455,Industrial Hwy & Wanamaker Av - MBNS,39.866821,-75.305801,Fall 2025,17,16,16,15,18,10
-8382780.00288157,4846595.71874633,3471,Bus,37,Eastbound,29456,Industrial Hwy & Wanamaker Av - MBNS,39.866737,-75.303794,Fall 2025,42,13,24,6,17,5
-8374953.68608135,4850867.7601565,3472,Bus,37,Eastbound,29457,Holstein Av & Bartram Av - FS,39.896186,-75.233489,Fall 2025,4,0,0,0,0,0
-8375011.46089707,4852525.63059318,3473,Bus,37,Eastbound,29458,Lindbergh Blvd  & 74th St - MBFS,39.907611,-75.234008,Fall 2025,6,3,0,3,1,0
-8374780.47295367,4852845.04728442,3474,Bus,37,Eastbound,29459,Lindbergh Blvd  & 72nd St - MBFS,39.909812,-75.231933,Fall 2025,1,2,2,1,4,0
-8374419.57516452,4853186.09869724,3475,Bus,37,Eastbound,29460,Lindbergh Blvd  & 70th St - MBFS,39.912162,-75.228691,Fall 2025,3,0,2,0,1,1
-8379965.51219584,4847629.86926745,3476,Bus,37,Eastbound,30156,Stevens Dr & Governor Printz - MBNS,39.873867,-75.278511,Fall 2025,5,0,0,0,0,0
-8385216.67521554,4846002.10978832,3477,Bus,37,Eastbound,30157,Industrial Hwy & Excelon Eddystone Station,39.862644,-75.325683,Fall 2025,0,0,0,0,0,0
-8379967.1819882,4847410.12141835,3478,Bus,37,Eastbound,30158,Governor Printz Blvd & Stevens - MBNS,39.872352,-75.278526,Fall 2025,18,9,15,6,11,2
-8376125.76899991,4850076.28799165,3479,Bus,37,Eastbound,30159,Bartram Av & 84th St - MBNS,39.890731,-75.244018,Fall 2025,35,14,20,1,15,7
-8375049.7548019,4851311.76662369,3480,Bus,37,Eastbound,30160,78th St & Brewster Av - MBNS,39.899246,-75.234352,Fall 2025,0,0,0,0,0,0
-8374960.58788978,4851602.26785851,3481,Bus,37,Eastbound,30161,Brewster Av & 76th St - MBNS,39.901248,-75.233551,Fall 2025,2,1,0,0,0,0
-8374329.51769647,4851900.1782892,3482,Bus,37,Eastbound,30162,74th St & Holstein Av,39.903301,-75.227882,Fall 2025,3,0,0,0,0,0
-8374129.92184948,4851943.2766405,3483,Bus,37,Eastbound,30163,70th St & Holstein Av - FS,39.903598,-75.226089,Fall 2025,1,0,0,0,0,0
-8373727.39057077,4852938.65384763,3484,Bus,37,Eastbound,30164,Essington Av & 68th St - MBNS,39.910457,-75.222473,Fall 2025,2,0,0,0,0,0
-8373013.94395427,4853868.2366281,3485,Bus,37,Eastbound,30165,Passyunk Av & 63rd St,39.916862,-75.216064,Fall 2025,0,6,0,0,0,0
-8373296.80678038,4853795.08597942,3486,Bus,37,Eastbound,30166,Passyunk Av & 63rd St - MBNS,39.916358,-75.218605,Fall 2025,0,0,0,0,0,0
-8376005.98922782,4851916.14061975,3487,Bus,37,Eastbound,30167,Lindbergh Blvd & Mario Lanza Blvd - FS,39.903411,-75.242942,Fall 2025,91,38,61,26,51,28
-8375420.89398421,4852107.11012529,3488,Bus,37,Eastbound,30168,Linbergh Blvd & Suffolk Av - MBFS,39.904727,-75.237686,Fall 2025,0,0,0,0,1,1
