X,Y,FID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,WK_Ons,WK_Offs,Sat_Ons,Sat_Offs,Sun_Ons,Sun_Offs
-8368865.06653241,4854404.69116874,1,Bus,17,Southbound,21338,19th St & Porter St,39.920558,-75.178794,Fall 2025,2,28,1,8,2,8
-8368894.78883645,4854219.77364412,2,Bus,17,Southbound,21339,19th St & Shunk St,39.919284,-75.179061,Fall 2025,0,30,0,15,0,8
-8368926.29225235,4854036.02070498,3,Bus,17,Southbound,21340,19th St & Oregon Av,39.918018,-75.179344,Fall 2025,3,214,1,138,2,108
-8368961.02393347,4853831.08067578,4,Bus,17,Southbound,21341,19th St & Johnston St,39.916606,-75.179656,Fall 2025,0,14,1,9,0,11
-8369226.07564105,4853366.64299014,5,Bus,17,Southbound,21342,20th St & Penrose Av,39.913406,-75.182037,Fall 2025,0,2,0,1,0,0
-8369299.10122701,4852956.93988382,6,Bus,17,Southbound,21343,20th St & Geary St,39.910583,-75.182693,Fall 2025,1,7,0,2,0,6
-8369322.92359804,4852779.16040257,7,Bus,17,Southbound,21344,20th St & Hartranft St,39.909358,-75.182907,Fall 2025,0,1,0,0,0,0
-8369351.75534616,4852601.52922268,8,Bus,17,Southbound,21345,20th St & Reserve Dr,39.908134,-75.183166,Fall 2025,0,4,0,1,0,2
-8368920.28099984,4852302.5819514,9,Bus,17,Southbound,21347,Pattison Av & 20th St - MBFS,39.906074,-75.17929,Fall 2025,0,0,1,0,0,1
-8367785.60143019,4851791.05467949,10,Bus,17,Southbound,21349,11th St & Zinkoff Blvd - FS,39.902549,-75.169097,Fall 2025,0,0,0,1,3,8
-8365157.01429409,4858707.97080206,11,Bus,17,Southbound,30079,Market St & 3rd St,39.950199,-75.145484,Fall 2025,170,7,51,0,46,2
-8368133.80879739,4858789.2895309,12,Bus,17,Southbound,30327,19th St & Moravian St - FS,39.950759,-75.172225,Fall 2025,47,32,36,28,27,19
-8369264.25822639,4853153.44433205,13,Bus,17,Southbound,30870,20th St & Penrose Av - MBFS,39.911937,-75.18238,Fall 2025,0,1,0,1,0,1
-8367858.73833564,4851356.02325682,14,Bus,17,Southbound,30871,11th St & I95,39.899551,-75.169754,Fall 2025,0,0,0,1,0,0
-8369113.97691382,4853998.86412546,15,Bus,17,Southbound,30872,20th St & Oregon Av - FS,39.917762,-75.18103,Fall 2025,0,10,1,7,1,3
-8364960.86935131,4858725.68661127,16,Bus,17,Southbound,31442,2nd St & Market St - MBNS,39.950321,-75.143722,Fall 2025,181,0,108,0,79,0
-8369186.11194386,4853403.21667075,17,Bus,17,Southbound,31456,Moyamensing Av & 20th St,39.913658,-75.181678,Fall 2025,5,20,2,13,3,9
-8368251.02822119,4852253.38712102,18,Bus,17,Southbound,31487,Broad St & Pattison Av - 3 FS,39.905735,-75.173278,Fall 2025,0,22,0,3,0,3
-8367922.41308437,4850218.03740424,19,Bus,17,Southbound,31593,11th St & Constitution Av,39.891708,-75.170326,Fall 2025,0,0,0,9,0,4
-8369295.6503228,4852368.46567487,20,Bus,17,Southbound,32133,Pattison Av & 20th St - FS,39.906528,-75.182662,Fall 2025,1,4,0,3,0,5
-8367399.21147764,4874600.86399858,21,Bus,18,Eastbound,254,Stenton Av & Washington Ln,40.059558,-75.165626,Fall 2025,11,12,0,0,0,0
-8368188.24402839,4877947.66417831,22,Bus,18,Eastbound,368,Cheltenham Av & Gowen Av,40.082565,-75.172714,Fall 2025,15,0,10,0,4,0
-8368323.27457072,4877396.55069283,23,Bus,18,Eastbound,369,Michener Av & Wadsworth Av - FS,40.078777,-75.173927,Fall 2025,86,12,52,19,32,10
-8367866.30806101,4875196.76685946,24,Bus,18,Eastbound,370,Upsal St & Mansfield Av,40.063655,-75.169822,Fall 2025,18,12,12,5,14,2
-8367329.52547641,4872556.56552331,25,Bus,18,Eastbound,371,Chew Av & Chelten Av,40.045501,-75.165,Fall 2025,156,157,117,74,85,54
-8365098.46024193,4871615.7801641,26,Bus,18,Eastbound,372,Olney Av & Broad St,40.039031,-75.144958,Fall 2025,515,1063,329,571,193,399
-8365009.2933298,4871593.09772438,27,Bus,18,Eastbound,373,Olney Av & Broad St - FS,40.038875,-75.144157,Fall 2025,769,177,512,119,369,71
-8359067.61550871,4873855.78129806,28,Bus,18,Eastbound,375,Rising Sun Av & Knorr St,40.054435,-75.090782,Fall 2025,14,30,8,25,5,26
-8358419.51343331,4876978.58036537,29,Bus,18,Eastbound,467,Oxford Av & Loney St,40.075904,-75.08496,Fall 2025,2,48,9,21,1,19
-8367918.96218016,4878000.33291165,30,Bus,18,Eastbound,15421,Cedarbrook Plaza Stop - 6,40.082927,-75.170295,Fall 2025,221,0,175,0,122,0
-8368439.6034386,4878091.41265284,31,Bus,18,Eastbound,15424,Roumfort Rd & Cheltenham Av - FS,40.083553,-75.174972,Fall 2025,6,0,5,0,4,0
-8368556.8228624,4877932.67837442,32,Bus,18,Eastbound,15428,Roumfort Rd & Pickering Av,40.082462,-75.176025,Fall 2025,28,1,19,0,15,2
-8368718.12480456,4877723.46146057,33,Bus,18,Eastbound,15431,Roumfort Rd & Michener Av,40.081024,-75.177474,Fall 2025,50,28,18,11,19,9
-8368525.430766,4877547.42005374,34,Bus,18,Eastbound,15432,Michener Av & Gowen Av,40.079814,-75.175743,Fall 2025,40,14,8,11,9,6
-8368189.91382075,4877294.4205685,35,Bus,18,Eastbound,15451,Michener Av & Mt Airy Av,40.078075,-75.172729,Fall 2025,20,2,12,3,3,1
-8367936.77329869,4877102.96579343,36,Bus,18,Eastbound,15453,Michener Av & Mt Pleasant Av,40.076759,-75.170455,Fall 2025,24,3,7,4,5,2
-8368090.50551547,4876881.54626783,37,Bus,18,Eastbound,15456,Mt Pleasant Av & Williams Av,40.075237,-75.171836,Fall 2025,48,17,16,10,14,4
-8368218.74556886,4876658.38599758,38,Bus,18,Eastbound,15457,Thouron Av & Mt Pleasant Av - FS,40.073703,-75.172988,Fall 2025,56,15,12,4,16,6
-8368090.50551547,4876564.11902328,39,Bus,18,Eastbound,15459,Thouron Av & Sedgwick St,40.073055,-75.171836,Fall 2025,46,6,11,3,4,1
-8367786.49198611,4876333.83788715,40,Bus,18,Eastbound,15461,Thouron Av & Vernon Rd,40.071472,-75.169105,Fall 2025,60,19,24,13,18,12
-8367531.68167169,4876145.16554417,41,Bus,18,Eastbound,15479,Thouron Av & Phil Ellena St,40.070175,-75.166816,Fall 2025,55,21,20,13,23,6
-8367377.9494549,4876029.08365192,42,Bus,18,Eastbound,15481,Thouron Av & Sharpnack St,40.069377,-75.165435,Fall 2025,24,7,13,9,7,4
-8367255.72065401,4875930.8951431,43,Bus,18,Eastbound,15483,Thouron Av & Upsal St,40.068702,-75.164337,Fall 2025,45,20,34,8,19,6
-8367406.00196658,4875759.97672653,44,Bus,18,Eastbound,15484,Upsal St & Woolston Av,40.067527,-75.165687,Fall 2025,79,29,26,17,26,10
-8367676.95360717,4875431.53071808,45,Bus,18,Eastbound,15488,Upsal St & Lowber Av,40.065269,-75.168121,Fall 2025,31,11,13,9,8,6
-8367975.84643995,4875060.91472586,46,Bus,18,Eastbound,15490,Upsal St & Stenton Av,40.062721,-75.170806,Fall 2025,34,47,22,19,11,16
-8368504.16874326,4875399.96672821,47,Bus,18,Eastbound,15506,Vernon Rd & Stenton Av - FS,40.065052,-75.175552,Fall 2025,65,14,35,12,18,6
-8368585.65461052,4875232.2574453,48,Bus,18,Eastbound,15509,Vernon Rd & Crittenden St,40.063899,-75.176284,Fall 2025,18,10,9,4,11,1
-8368702.87403432,4875000.40730866,49,Bus,18,Eastbound,15510,Vernon Rd & Anderson St,40.062305,-75.177337,Fall 2025,9,3,3,0,3,1
-8368736.04724258,4874809.57864359,50,Bus,18,Eastbound,15514,Vernon Rd & Ardleigh St,40.060993,-75.177635,Fall 2025,13,3,2,2,4,4
-8368791.26171001,4874654.2421689,51,Bus,18,Eastbound,15515,Vernon Rd & Blakemore St,40.059925,-75.178131,Fall 2025,34,20,22,10,16,11
-8368835.34422837,4874476.65541812,52,Bus,18,Eastbound,15516,Sprague St & Phil Ellena St,40.058704,-75.178527,Fall 2025,47,13,26,7,30,6
-8368982.28595622,4874248.60437251,53,Bus,18,Eastbound,15517,Phil Ellena St & Boyers St,40.057136,-75.179847,Fall 2025,16,4,1,5,3,0
-8369143.69921787,4874043.82831331,54,Bus,18,Eastbound,15518,Phil Ellena St & Chew Av,40.055728,-75.181297,Fall 2025,72,26,45,14,26,10
-8369035.83063129,4873933.44297397,55,Bus,18,Eastbound,15519,Chew Av & Hortter St,40.054969,-75.180328,Fall 2025,41,20,21,8,19,6
-8368788.70136173,4873732.60007515,56,Bus,18,Eastbound,15520,Chew Av & Upsal St,40.053588,-75.178108,Fall 2025,111,30,43,16,32,10
-8368667.25179727,4873630.50770704,57,Bus,18,Eastbound,15521,Chew Av & Cliveden St,40.052886,-75.177017,Fall 2025,47,14,19,7,19,6
-8368543.24188453,4873532.92467429,58,Bus,18,Eastbound,15522,Chew Av & Johnson St,40.052215,-75.175903,Fall 2025,26,5,19,5,16,3
-8368418.34141586,4873434.17918543,59,Bus,18,Eastbound,15523,Chew Av & Duval St,40.051536,-75.174781,Fall 2025,52,8,13,7,11,4
-8368268.95065921,4873311.00320194,60,Bus,18,Eastbound,15524,Chew Av & Washington Ln,40.050689,-75.173439,Fall 2025,227,52,117,24,87,22
-8368087.16593075,4873168.48744515,61,Bus,18,Eastbound,15525,Chew Av & Tulpehocken St,40.049709,-75.171806,Fall 2025,51,8,24,8,15,6
-8367996.21790677,4873097.95744592,62,Bus,18,Eastbound,15526,Chew Av & Herman St,40.049224,-75.170989,Fall 2025,41,8,22,2,19,2
-8367788.16177848,4872927.66955753,63,Bus,18,Eastbound,15527,Chew Av & High St,40.048053,-75.16912,Fall 2025,16,2,11,5,9,5
-8367651.46144378,4872817.87831976,64,Bus,18,Eastbound,15579,Chew Av & Haines St,40.047298,-75.167892,Fall 2025,11,7,8,7,5,0
-8367551.27390207,4872736.29912789,65,Bus,18,Eastbound,15582,Chew Av & Rittenhouse St,40.046737,-75.166992,Fall 2025,10,5,12,5,5,2
-8368197.59486561,4875218.43937423,66,Bus,18,Eastbound,15583,Stenton Av & Phi Ellena St,40.063804,-75.172798,Fall 2025,10,11,7,2,5,3
-8367458.65608573,4872660.3918197,67,Bus,18,Eastbound,15584,Chew Av & Price St,40.046215,-75.16616,Fall 2025,13,22,10,3,3,4
-8368285.87122181,4875287.82083086,68,Bus,18,Eastbound,15585,Stenton Av & Dorset St,40.064281,-75.173591,Fall 2025,0,1,0,0,1,0
-8367085.84711106,4872362.43944109,69,Bus,18,Eastbound,15586,Chew Av & Locust Av,40.044166,-75.162811,Fall 2025,57,17,44,11,27,10
-8366929.55454599,4872235.93235469,70,Bus,18,Eastbound,15587,Chew Av & Church Ln,40.043296,-75.161407,Fall 2025,74,32,71,39,44,23
-8362491.914365,4871064.00092071,71,Bus,18,Eastbound,15697,Olney Av & Front St,40.035236,-75.121543,Fall 2025,81,207,63,193,39,114
-8362063.8909229,4870993.48589166,72,Bus,18,Eastbound,15698,Olney Av & B St,40.034751,-75.117698,Fall 2025,15,79,9,33,7,26
-8366639.12199451,4872002.98904622,73,Bus,18,Eastbound,15779,Chew Av & Penn Blvd,40.041694,-75.158798,Fall 2025,85,43,83,19,55,16
-8366468.35789563,4871879.24922755,74,Bus,18,Eastbound,15782,Olney Av & Elkins Av,40.040843,-75.157264,Fall 2025,24,13,15,6,8,6
-8366343.56874645,4871799.4225965,75,Bus,18,Eastbound,15786,Olney Av & 20th St - MBNS,40.040294,-75.156143,Fall 2025,3,1,1,0,3,1
-8366128.61080973,4871672.9226942,76,Bus,18,Eastbound,15789,Olney Av & 20th St - FS,40.039424,-75.154212,Fall 2025,46,13,22,11,15,9
-8365927.34517038,4871639.18965951,77,Bus,18,Eastbound,15791,Olney Av & 18th St - MBNS,40.039192,-75.152404,Fall 2025,9,4,3,10,1,7
-8365682.7762491,4871601.96713373,78,Bus,18,Eastbound,15792,Olney Av & Ogontz Av,40.038936,-75.150207,Fall 2025,146,32,37,5,16,4
-8365506.11221721,4871603.71193651,79,Bus,18,Eastbound,15793,Olney Av & 16th St,40.038948,-75.14862,Fall 2025,7,8,1,3,0,2
-8365290.37504406,4871610.25494964,80,Bus,18,Eastbound,15794,Olney Av & 15th St,40.038993,-75.146682,Fall 2025,8,18,2,3,3,5
-8364819.04832004,4871540.89923009,81,Bus,18,Eastbound,15795,Olney Av & 13th St - FS,40.038516,-75.142448,Fall 2025,26,9,8,8,11,2
-8364498.00290859,4871446.68091659,82,Bus,18,Eastbound,15798,Olney Av & 11th St,40.037868,-75.139564,Fall 2025,43,28,33,29,22,8
-8364325.56901735,4871395.64637061,83,Bus,18,Eastbound,15799,Olney Av & 10th St,40.037517,-75.138015,Fall 2025,24,34,14,14,19,15
-8364165.93686756,4871347.37462015,84,Bus,18,Eastbound,15800,Olney Av & Wagner Av,40.037185,-75.136581,Fall 2025,1,2,5,2,2,0
-8363900.99647947,4871298.08533431,85,Bus,18,Eastbound,15814,Olney Av & 7th St,40.036846,-75.134201,Fall 2025,22,36,14,19,9,17
-8363719.211751,4871270.31478266,86,Bus,18,Eastbound,15815,Olney Av & 6th St,40.036655,-75.132568,Fall 2025,4,34,11,13,3,14
-8363506.92548206,4871233.0936417,87,Bus,18,Eastbound,15817,Olney Av & 5th St,40.036399,-75.130661,Fall 2025,186,276,161,229,99,132
-8363182.4291664,4871179.29770831,88,Bus,18,Eastbound,15819,Olney Av & 3rd St,40.036029,-75.127746,Fall 2025,28,43,20,25,8,18
-8362930.17920026,4871135.53420484,89,Bus,18,Eastbound,15820,Olney Av & 2nd St,40.035728,-75.12548,Fall 2025,19,38,7,30,16,28
-8362762.86600559,4871108.92725229,90,Bus,18,Eastbound,15822,Olney Av & Mascher St,40.035545,-75.123977,Fall 2025,22,60,13,41,9,25
-8361423.58121186,4871441.73738783,91,Bus,18,Eastbound,15833,Rising Sun Av & Chew Av - MBFS,40.037834,-75.111946,Fall 2025,4,18,1,3,2,8
-8361220.53446066,4871612.58135535,92,Bus,18,Eastbound,15834,Rising Sun Av & Adams Av,40.039009,-75.110122,Fall 2025,49,116,23,95,17,64
-8361075.37384466,4871737.91726999,93,Bus,18,Eastbound,15835,Rising Sun Av & Adams - MBFS,40.039871,-75.108818,Fall 2025,87,113,73,96,45,67
-8360847.72548599,4871935.95706085,94,Bus,18,Eastbound,15837,Rising Sun Av & Godfrey Av,40.041233,-75.106773,Fall 2025,16,52,5,27,7,20
-8360749.98697307,4872021.31023172,95,Bus,18,Eastbound,15838,Rising Sun Av & Sanger St,40.04182,-75.105895,Fall 2025,16,39,13,26,3,13
-8360581.00398605,4872166.13603253,96,Bus,18,Eastbound,15839,Rising Sun Av & Cheltenham Av,40.042816,-75.104377,Fall 2025,33,118,17,53,17,37
-8360396.77022878,4872323.61468081,97,Bus,18,Eastbound,15841,Rising Sun Av & Van Kirk St,40.043899,-75.102722,Fall 2025,53,128,29,76,20,55
-8360220.88543333,4872474.98848185,98,Bus,18,Eastbound,15842,Rising Sun Av & Comly St,40.04494,-75.101142,Fall 2025,45,78,23,48,14,31
-8360046.00251329,4872624.32878117,99,Bus,18,Eastbound,15843,Rising Sun Av & Benner St,40.045967,-75.099571,Fall 2025,12,39,6,27,3,13
-8359882.91945928,4872768.00005317,100,Bus,18,Eastbound,15845,Rising Sun Av & Devereaux Av,40.046955,-75.098106,Fall 2025,28,61,15,29,13,29
-8359742.76822037,4872956.02643243,101,Bus,18,Eastbound,15847,Rising Sun Av & Robbins St,40.048248,-75.096847,Fall 2025,21,34,9,24,4,16
-8359609.4074704,4873134.60389835,102,Bus,18,Eastbound,15848,Rising Sun Av & Levick St,40.049476,-75.095649,Fall 2025,28,89,13,73,7,43
-8359447.21497232,4873353.17662491,103,Bus,18,Eastbound,15850,Rising Sun Av & Hellerman St,40.050979,-75.094192,Fall 2025,18,61,9,37,10,30
-8359326.65596379,4873512.41927093,104,Bus,18,Eastbound,15851,Rising Sun Av & Magee Av,40.052074,-75.093109,Fall 2025,15,37,9,26,4,23
-8359223.01751786,4873651.15878497,105,Bus,18,Eastbound,15852,Rising Sun Av & Martins Mill Rd,40.053028,-75.092178,Fall 2025,15,57,10,39,6,17
-8358933.36420282,4874033.35692399,106,Bus,18,Eastbound,15869,Rising Sun Av & Longshore Av,40.055656,-75.089576,Fall 2025,12,87,6,49,5,36
-8358798.33366048,4874207.59064681,107,Bus,18,Eastbound,15870,Rising Sun Av & Tyson Av,40.056854,-75.088363,Fall 2025,10,19,4,19,3,14
-8358525.71222753,4874569.30265438,108,Bus,18,Eastbound,15872,Rising Sun Av & Saint Vincent St,40.059341,-75.085914,Fall 2025,8,44,4,20,1,13
-8358293.05449177,4874869.503103,109,Bus,18,Eastbound,15874,Rising Sun Av & Cottman Av,40.061405,-75.083824,Fall 2025,18,453,16,221,9,140
-8358245.40974971,4875170.14900349,110,Bus,18,Eastbound,15875,Oxford Av & Bleigh Av,40.063472,-75.083396,Fall 2025,4,65,5,20,3,20
-8358251.42100222,4875362.7300768,111,Bus,18,Eastbound,15876,Oxford Av & Verree Rd - MBNS,40.064796,-75.08345,Fall 2025,3,14,3,8,0,5
-8358298.95442478,4875630.22616101,112,Bus,18,Eastbound,15877,Oxford Av & Rockwell Av,40.066635,-75.083877,Fall 2025,2,6,1,5,0,5
-8358330.34652119,4876221.09954781,113,Bus,18,Eastbound,15878,Oxford Av & Rockwell Av - MBFS,40.070697,-75.084159,Fall 2025,2,5,0,3,0,3
-8358354.16889222,4876413.11916499,114,Bus,18,Eastbound,15879,Oxford Av & Hartel Av - FS,40.072017,-75.084373,Fall 2025,0,22,0,10,0,8
-8358377.99126325,4876604.56060919,115,Bus,18,Eastbound,15880,Oxford Av & Hasbrook Av,40.073333,-75.084587,Fall 2025,0,14,1,12,1,5
-8367836.58575697,4874928.26433254,116,Bus,18,Eastbound,18468,Stenton Av & Cardeza St,40.061809,-75.169555,Fall 2025,3,0,0,0,0,0
-8365740.55106482,4871708.54606664,117,Bus,18,Eastbound,20606,Ogontz Av & Olney Av - MBNS,40.039669,-75.150726,Fall 2025,2,1,0,0,0,0
-8358481.51838969,4877087.98126731,118,Bus,18,Eastbound,20851,Fox Chase Loop,40.076656,-75.085517,Fall 2025,0,122,0,90,0,66
-8358387.34210047,4876716.13950979,119,Bus,18,Eastbound,23620,Oxford Av & Borbeck Av - FS,40.0741,-75.084671,Fall 2025,1,35,2,22,0,17
-8367439.17517484,4878000.33291165,120,Bus,18,Eastbound,25973,Cedarbrook Plaza - 4,40.082927,-75.165985,Fall 2025,157,0,134,0,89,0
-8367708.34570358,4878120.22079644,121,Bus,18,Eastbound,25974,Cedarbrook Plaza Stop - 5,40.083751,-75.168403,Fall 2025,5,0,4,0,5,0
-8367921.52252845,4876435.37622493,122,Bus,18,Eastbound,28403,Thouron Av & Gorgas Ln,40.07217,-75.170318,Fall 2025,66,9,17,8,6,2
-8361648.55790276,4871098.89514118,123,Bus,18,Eastbound,28404,Rising Sun Av & Chew Av - FS,40.035476,-75.113967,Fall 2025,3,1,2,2,0,3
-8361774.34892735,4870948.56008313,124,Bus,18,Eastbound,30996,Olney Av & Rising Sun Av,40.034442,-75.115097,Fall 2025,136,104,81,66,51,46
-8358712.61765257,4874325.1056052,125,Bus,18,Eastbound,31104,Rising Sun Av & Princeton Av - MBNS,40.057662,-75.087593,Fall 2025,2,22,2,11,2,13
-8366295.14476796,4873804.73434814,126,Bus,18,Eastbound,31436,Stenton Av & Wyncote Av,40.054084,-75.155708,Fall 2025,5,8,0,0,0,0
-8365732.87001996,4873464.13721212,127,Bus,18,Eastbound,31520,Stenton Av & Chelten Av,40.051742,-75.150657,Fall 2025,3,1,0,0,0,0
-8358656.51262921,4874401.17110454,128,Bus,18,Eastbound,32059,Rising Sun Av & Princeton Av,40.058185,-75.087089,Fall 2025,3,12,0,6,1,5
-8367962.26546208,4875021.49759242,129,Bus,18,Eastbound,32387,Stenton Av & Upsal St - FS,40.06245,-75.170684,Fall 2025,6,1,0,0,0,0
-8367323.6255434,4872570.96154149,130,Bus,18,Westbound,223,Chew Av & Chelten Av - FS,40.0456,-75.164947,Fall 2025,144,191,62,141,44,108
-8359069.28530107,4873875.26937677,131,Bus,18,Westbound,378,Rising Sun Av & Knorr St,40.054569,-75.090797,Fall 2025,21,9,16,4,3,4
-8361758.20760119,4870960.3367317,132,Bus,18,Westbound,379,Rising Sun Av & Olney Av,40.034523,-75.114952,Fall 2025,87,124,52,65,36,58
-8364824.16901661,4871556.45696983,133,Bus,18,Westbound,381,Olney Av & 13th St,40.038623,-75.142494,Fall 2025,137,152,55,62,37,40
-8367873.09854995,4875164.03999746,134,Bus,18,Westbound,383,Upsal St & Mansfield St,40.06343,-75.169883,Fall 2025,10,11,8,3,2,5
-8368325.83491901,4877418.66447666,135,Bus,18,Westbound,384,Michener Av & Wadsworth Av,40.078929,-75.17395,Fall 2025,11,109,5,51,4,35
-8368020.0402778,4877899.36050331,136,Bus,18,Westbound,385,Easton Rd & Cheltenham Av - FS,40.082233,-75.171203,Fall 2025,3,48,0,41,1,19
-8358435.65475948,4876975.81626248,137,Bus,18,Westbound,476,Oxford Av & Loney St - FS,40.075885,-75.085105,Fall 2025,26,5,8,0,14,0
-8367475.68796782,4877902.70683464,138,Bus,18,Westbound,15420,Cedarbrook Plaza - 3,40.082256,-75.166313,Fall 2025,65,50,31,53,31,35
-8367805.19366057,4874923.90086293,139,Bus,18,Westbound,15577,Stenton Av & Cardeza St,40.061779,-75.169273,Fall 2025,0,1,0,0,0,0
-8362466.5335211,4871077.81320163,140,Bus,18,Westbound,15898,Olney Av & Front St,40.035331,-75.121315,Fall 2025,170,89,148,68,103,42
-8362731.47390919,4871121.72184351,141,Bus,18,Westbound,15899,Olney Av & Mascher St,40.035633,-75.123695,Fall 2025,52,20,27,14,19,10
-8364480.19179006,4871455.55019497,142,Bus,18,Westbound,15907,Olney Av & 11th St,40.037929,-75.139404,Fall 2025,41,20,28,8,15,11
-8364653.40491774,4871506.58504929,143,Bus,18,Westbound,15908,Olney Av & 12th St,40.03828,-75.14096,Fall 2025,16,19,6,13,9,8
-8365033.11570084,4871618.10657111,144,Bus,18,Westbound,15910,Olney Av & Broad St,40.039047,-75.144371,Fall 2025,983,997,613,638,454,436
-8365271.6733696,4871627.55760519,145,Bus,18,Westbound,15911,Olney Av & 15th St,40.039112,-75.146514,Fall 2025,28,13,21,10,14,10
-8365489.97089105,4871620.28757817,146,Bus,18,Westbound,15912,Olney Av & 16th St,40.039062,-75.148475,Fall 2025,25,21,10,6,10,10
-8365637.80317482,4871616.94336753,147,Bus,18,Westbound,15913,Olney Av & Ogontz Av,40.039039,-75.149803,Fall 2025,46,195,17,19,10,16
-8365907.86425949,4871651.83953407,148,Bus,18,Westbound,15914,Olney Av & 18th St - FS,40.039279,-75.152229,Fall 2025,12,33,7,16,6,15
-8366143.97289946,4871691.24326975,149,Bus,18,Westbound,15915,Olney Av & 20th St,40.03955,-75.15435,Fall 2025,17,39,10,20,6,14
-8366343.56874645,4871817.74340582,150,Bus,18,Westbound,15916,Olney Av & 20st St - MBFS,40.04042,-75.156143,Fall 2025,5,18,5,16,3,6
-8366507.4310369,4871925.92411288,151,Bus,18,Westbound,15917,Olney Av & Chew Av,40.041164,-75.157615,Fall 2025,13,53,11,33,8,22
-8366656.04255711,4872034.1060004,152,Bus,18,Westbound,15918,Olney Av & Penn Blvd - FS,40.041908,-75.15895,Fall 2025,28,72,22,62,9,47
-8366909.18307917,4872237.09563089,153,Bus,18,Westbound,15919,Chew Av & Church Ln,40.043304,-75.161224,Fall 2025,50,83,43,78,37,50
-8358409.38335965,4876751.05363512,154,Bus,18,Westbound,16382,Oxford Av & Borbeck Av,40.07434,-75.084869,Fall 2025,28,1,30,0,16,0
-8358371.98001075,4876423.15665642,155,Bus,18,Westbound,16383,Oxford Av & Hartel Av,40.072086,-75.084533,Fall 2025,41,0,13,0,10,0
-8358351.60854393,4876277.68676037,156,Bus,18,Westbound,16384,Oxford Av & Hartel Av - MBFS,40.071086,-75.08435,Fall 2025,3,0,2,0,1,0
-8358321.88623989,4875657.8634709,157,Bus,18,Westbound,16427,Oxford Av & Rockwell Av,40.066825,-75.084083,Fall 2025,6,1,7,0,2,1
-8358263.33218773,4875229.05746923,158,Bus,18,Westbound,16429,Oxford Av & Bleigh Av,40.063877,-75.083557,Fall 2025,135,2,41,3,37,3
-8358290.49414348,4874900.48360881,159,Bus,18,Westbound,16430,Rising Sun Av & Cottman Av,40.061618,-75.083801,Fall 2025,383,54,186,28,136,22
-8358528.27257582,4874590.97379696,160,Bus,18,Westbound,16431,Rising Sun Av & Saint Vincent St,40.05949,-75.085937,Fall 2025,57,5,21,9,17,0
-8358663.30311815,4874413.96994575,161,Bus,18,Westbound,16432,Rising Sun Av & Princeton Av,40.058273,-75.08715,Fall 2025,17,3,16,1,4,4
-8358800.89400877,4874229.69731475,162,Bus,18,Westbound,16433,Rising Sun Av & Tyson Av,40.057006,-75.088386,Fall 2025,45,11,25,9,22,5
-8358934.25475874,4874052.26360719,163,Bus,18,Westbound,16434,Rising Sun Av & Longshore Av,40.055786,-75.089584,Fall 2025,87,24,36,14,34,10
-8359205.98563577,4873700.45977177,164,Bus,18,Westbound,16435,Rising Sun Av & Unruh Av,40.053367,-75.092025,Fall 2025,89,21,51,6,46,6
-8359326.65596379,4873540.19610411,165,Bus,18,Westbound,16436,Rising Sun Av & Magee Av,40.052265,-75.093109,Fall 2025,44,24,23,4,17,4
-8359447.21497232,4873380.37130661,166,Bus,18,Westbound,16711,Rising Sun Av & Hellerman St,40.051166,-75.094192,Fall 2025,47,23,41,19,21,4
-8359609.4074704,4873161.79798038,167,Bus,18,Westbound,16726,Rising Sun Av & Levick St,40.049663,-75.095649,Fall 2025,107,31,71,11,43,12
-8359742.76822037,4872983.22002456,168,Bus,18,Westbound,16727,Rising Sun Av & Robbins St,40.048435,-75.096847,Fall 2025,37,22,25,13,17,7
-8359874.45917798,4872803.48194299,169,Bus,18,Westbound,16728,Rising Sun Av & Devereaux Av,40.047199,-75.09803,Fall 2025,62,38,34,15,34,10
-8360040.88181672,4872652.53937272,170,Bus,18,Westbound,16729,Rising Sun Av & Benner St,40.046161,-75.099525,Fall 2025,35,15,19,7,8,6
-8360203.0743148,4872512.79593988,171,Bus,18,Westbound,16730,Rising Sun Av & Comly St,40.0452,-75.100982,Fall 2025,46,51,26,22,9,15
-8360391.64953221,4872348.04372572,172,Bus,18,Westbound,16731,Rising Sun Av & Van Kirk St,40.044067,-75.102676,Fall 2025,166,45,104,20,81,26
-8360577.66440132,4872192.74582239,173,Bus,18,Westbound,16732,Rising Sun Av & Cheltenham Av,40.042999,-75.104347,Fall 2025,117,48,44,23,36,13
-8360744.97759599,4872044.57527797,174,Bus,18,Westbound,16733,Rising Sun Av & Sanger St,40.04198,-75.10585,Fall 2025,46,16,26,5,14,6
-8360842.60478941,4871959.22190681,175,Bus,18,Westbound,16734,Rising Sun Av & Godfrey Av,40.041393,-75.106727,Fall 2025,58,8,29,10,19,5
-8361087.17371068,4871750.56727052,176,Bus,18,Westbound,16735,Rising Sun Av & Adams Av - MBNS,40.039958,-75.108924,Fall 2025,98,98,75,74,44,41
-8361183.13111175,4871667.97905262,177,Bus,18,Westbound,16736,Rising Sun Av & Adams Av,40.03939,-75.109786,Fall 2025,145,55,129,30,107,25
-8361440.50177446,4871443.33676451,178,Bus,18,Westbound,16737,Rising Sun & Adams - MBFS,40.037845,-75.112098,Fall 2025,13,3,4,2,10,1
