X,Y,FID,GIS_DB_ID,Mode,Source,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,WKDY_ONS,WKDY_OFFS,SAT_ONS,SAT_OFFS,SUN_ONS,SUN_OFFS
-8373252.61294254,4860584.8605418,1,3021412E,Bus,Infodev,30,Eastbound,21412,Haverford Av & 49th St,39.963123,-75.218208,Fall 2022,5,5,1,1,0,2
-8371486.08394314,4859520.60715826,2,3021425E,Bus,Infodev,30,Eastbound,21425,40th St & Chestnut St,39.955795,-75.202339,Fall 2022,1,11,1,3,2,2
-8372031.32680904,4858661.35804518,3,3021432E,Bus,Infodev,30,Eastbound,21432,42nd St & Baltimore Av,39.949878,-75.207237,Fall 2022,0,5,0,3,0,1
-8371619.33337362,4858538.36530993,4,3020730E,Bus,Infodev,30,Eastbound,20730,Woodland Av & 40th St,39.949031,-75.203536,Fall 2022,2,3,1,3,0,0
-8370409.95842564,4858549.98203208,5,3021438E,Bus,Infodev,30,Eastbound,21438,Civic Center Blvd & Convention Av - FS,39.949111,-75.192672,Fall 2022,21,20,3,0,1,3
-8370112.73538522,4859027.58628269,6,3021443E,Bus,Infodev,30,Eastbound,21443,33rd St & Walnut St,39.9524,-75.190002,Fall 2022,3,3,1,1,0,0
-8370066.87175501,4859322.81498959,7,3030196E,Bus,Infodev,30,Eastbound,30196,33rd St & Chestnut St - FS,39.954433,-75.18959,Fall 2022,2,2,0,1,1,1
-8370052.40022121,4859457.43522252,8,3021445E,Bus,Infodev,30,Eastbound,21445,33rd St & Market St,39.95536,-75.18946,Fall 2022,0,8,0,2,0,1
-8369354.31569445,4859491.27209445,9,301537E,Bus,Infodev,30,Eastbound,1537,30th St & Market St - MBNS,39.955593,-75.183189,Fall 2022,0,38,0,6,0,4
-8372783.73524731,4863060.03931198,10,3831614W,Bus,Infodev,38,Westbound,31614,Belmont Av & Av of the Republic,39.980163,-75.213996,Fall 2022,1,1,0,0,2,1
-8376930.94287682,4861711.25183455,11,3021396E,Bus,Infodev,30,Eastbound,21396,66th St & Girard Av - FS,39.970878,-75.251251,Fall 2022,10,8,0,3,0,4
-8372703.13993598,4860497.28189162,12,3021415E,Bus,Infodev,30,Eastbound,21415,Haverford Av & 46th St,39.96252,-75.213272,Fall 2022,5,16,3,6,1,1
-8371482.63303892,4860378.76872912,13,3021422E,Bus,Infodev,30,Eastbound,21422,40th St & Spring Garden St,39.961704,-75.202308,Fall 2022,3,3,4,0,3,1
-8372026.20611247,4858860.73439205,14,3021431E,Bus,Infodev,30,Eastbound,21431,42nd St & Pine St,39.951251,-75.207191,Fall 2022,1,2,0,1,0,0
-8372848.30055197,4863333.88661322,15,3821570W,Bus,Infodev,38,Westbound,21570,Belmont Av & Lansdowne Dr - FS,39.982048,-75.214576,Fall 2022,0,0,0,0,0,0
-8373179.58735658,4864910.14458052,16,3825771W,Bus,Infodev,38,Westbound,25771,Belmont Av & Belmont Mansion Dr,39.992897,-75.217552,Fall 2022,1,3,1,0,0,2
-8370325.02165416,4858695.19220521,17,3021441E,Bus,Infodev,30,Eastbound,21441,33rd St & Spruce St,39.950111,-75.191909,Fall 2022,6,3,2,1,0,2
-8373267.08447634,4865315.25527383,18,3821572W,Bus,Infodev,38,Westbound,21572,Belmont Av & Monument Rd - FS,39.995685,-75.218338,Fall 2022,3,14,3,8,1,5
-8373321.40838785,4865585.82263086,19,3825789W,Bus,Infodev,38,Westbound,25789,Belmont Av & Hayes Manor Dr - FS,39.997547,-75.218826,Fall 2022,3,13,0,10,1,5
-8373362.15132148,4865769.20813834,20,3830836W,Bus,Infodev,38,Westbound,30836,Belmont Av & Conshohocken Av - MBNS,39.998809,-75.219192,Fall 2022,4,5,1,2,3,2
-8372691.22875047,4866010.43353908,21,3821577W,Bus,Infodev,38,Westbound,21577,Ford Rd & Balwynne Park Rd,40.000469,-75.213165,Fall 2022,7,12,5,5,2,6
-8377715.63396742,4862114.63411667,22,30551E,Bus,Infodev,30,Eastbound,551,Lansdowne Av & Haverford Av,39.973655,-75.2583,Fall 2022,7,8,6,2,3,3
-8372449.10885799,4866236.55134808,23,3821580W,Bus,Infodev,38,Westbound,21580,Cranston Rd & Conshohocken Av,40.002025,-75.21099,Fall 2022,1,3,1,1,1,0
-8376962.33497322,4861533.8966447,24,3021397E,Bus,Infodev,30,Eastbound,21397,66th St & Callowhill St,39.969657,-75.251533,Fall 2022,4,2,0,2,0,0
-8372092.44120949,4866323.59935904,25,3821582W,Bus,Infodev,38,Westbound,21582,Conshohocken Av & W Country Club,40.002624,-75.207786,Fall 2022,32,74,23,46,7,21
-8371676.3289529,4860520.51993247,26,3021420E,Bus,Infodev,30,Eastbound,21420,Haverford Av & Preston St,39.96268,-75.204048,Fall 2022,0,4,0,1,1,4
-8371756.1450278,4866392.33730965,27,3821584W,Bus,Infodev,38,Westbound,21584,Conshohocken Av & E Country Club - MBNS,40.003097,-75.204765,Fall 2022,2,16,2,11,3,7
-8370866.03437942,4858070.36791487,28,3021437E,Bus,Infodev,30,Eastbound,21437,Health Sciences Dr & Civic Ctr Blvd - MBFS,39.945808,-75.196769,Fall 2022,1,7,0,0,0,3
-8372031.32680904,4868107.16179792,29,3828W,Bus,Infodev,38,Westbound,28,Wissahickon Transportation Center - onsite,40.014896,-75.207237,Fall 2022,0,122,0,76,0,44
-8373053.90765147,4860487.26050328,30,3021413E,Bus,Infodev,30,Eastbound,21413,Haverford Av & 48th St,39.962451,-75.216423,Fall 2022,5,9,2,3,3,2
-8367838.25554933,4859296.23969,31,388938W,Bus,Infodev,38,Westbound,8938,JFK Blvd & 18th St,39.95425,-75.16957,Fall 2022,26,7,15,2,8,2
-8371452.91073488,4860019.75219242,32,3021424E,Bus,Infodev,30,Eastbound,21424,40th St & Powelton Av,39.959232,-75.202041,Fall 2022,1,1,3,2,2,1
-8372330.21964182,4865890.11073869,33,3821579W,Bus,Infodev,38,Westbound,21579,Ford Rd & Cranston Rd,39.999641,-75.209922,Fall 2022,1,16,2,5,0,1
-8371952.28997058,4859320.63668367,34,3021428E,Bus,Infodev,30,Eastbound,21428,42nd St & Walnut St - FS,39.954418,-75.206527,Fall 2022,1,1,0,2,0,3
-8371927.68836312,4866359.63949363,35,3821583W,Bus,Infodev,38,Westbound,21583,Conshohocken Av & W Country Club - MBFS,40.002872,-75.206306,Fall 2022,7,12,3,3,2,1
-8366154.99352905,4858870.75413928,36,3831178W,Bus,Infodev,38,Westbound,31178,Market St & 8th St - MBFS,39.95132,-75.154449,Fall 2022,37,1,18,0,11,0
-8371666.08755975,4861960.65839116,37,3825989W,Bus,Infodev,38,Westbound,25989,40th St & Poplar St,39.972595,-75.203956,Fall 2022,9,37,5,26,6,7
-8372263.20530837,4866971.61515056,38,38643W,Bus,Infodev,38,Westbound,643,Neill Dr & Winding Dr,40.007083,-75.20932,Fall 2022,2,8,0,7,1,6
-8373627.98226549,4863140.95786079,39,4021724E,Bus,Infodev,40,Eastbound,21724,Parkside Av & 51st St,39.98072,-75.22158,Fall 2022,104,24,23,2,14,5
-8372005.83464565,4862359.54759632,40,4022220E,Bus,Infodev,40,Eastbound,22220,Parkside Av & 41st St,39.975341,-75.207008,Fall 2022,62,13,15,11,16,12
-8371620.22392954,4861517.33784518,41,4022223E,Bus,Infodev,40,Eastbound,22223,40th St & Ogden St,39.969543,-75.203544,Fall 2022,43,17,14,6,13,7
-8371575.25085526,4861217.54119845,42,4022225E,Bus,Infodev,40,Eastbound,22225,40th St & Brown St,39.967479,-75.20314,Fall 2022,48,23,15,6,9,4
-8371451.24094252,4859733.36157542,43,4021248E,Bus,Infodev,40,Eastbound,21248,40th St & Market St,39.95726,-75.202026,Fall 2022,107,468,40,204,24,156
-8371168.37811641,4858857.975333,44,4022129E,Bus,Infodev,40,Eastbound,22129,Spruce St & 38th St,39.951232,-75.199485,Fall 2022,100,54,19,20,13,19
-8370269.0279503,4858681.83278061,45,4020435E,Bus,Infodev,40,Eastbound,20435,Spruce St & 33rd St - FS,39.950019,-75.191406,Fall 2022,150,13,19,6,7,1
-8365253.86225108,4857565.80342847,46,4021249E,Bus,Infodev,40,Eastbound,21249,Lombard St & 2nd St - MBFS,39.942333,-75.146354,Fall 2022,0,174,0,27,0,22
-8372737.87161711,4862713.70956508,47,4022002E,Bus,Infodev,40,Eastbound,22002,Parkside Av & Belmont Av,39.977779,-75.213584,Fall 2022,46,48,20,7,17,3
-8372276.78628624,4862489.85100249,48,4022219E,Bus,Infodev,40,Eastbound,22219,Parkside Av & 42nd St,39.976238,-75.209442,Fall 2022,64,16,27,8,18,2
-8371726.42272376,4862224.88801369,49,40635E,Bus,Infodev,40,Eastbound,635,Parkside Av & 40th St,39.974414,-75.204498,Fall 2022,133,77,27,23,12,13
-8371529.38722506,4860894.51463275,50,4022227E,Bus,Infodev,40,Eastbound,22227,40th St & Fairmount Av,39.965255,-75.202728,Fall 2022,29,36,13,10,10,6
-8371482.63303892,4860378.76872912,51,4021422E,Bus,Infodev,40,Eastbound,21422,40th St & Spring Garden St,39.961704,-75.202308,Fall 2022,39,8,18,3,8,5
-8371468.16150512,4860198.67790549,52,4021423E,Bus,Infodev,40,Eastbound,21423,40th St & Baring St,39.960464,-75.202178,Fall 2022,33,13,17,8,11,3
-8370720.87376342,4858782.17411555,53,4022232E,Bus,Infodev,40,Eastbound,22232,Spruce St & 36th St,39.95071,-75.195465,Fall 2022,157,30,18,7,12,6
-8370422.76016708,4858739.48173048,54,4022233E,Bus,Infodev,40,Eastbound,22233,Spruce St & 34th St,39.950416,-75.192787,Fall 2022,381,123,37,25,37,18
-8369699.07215743,4858157.92516753,55,4032440E,Bus,Infodev,40,Eastbound,32440,South St & 27th St - MBNS,39.946411,-75.186286,Fall 2022,23,19,6,0,2,2
-8369444.3731625,4858084.74293325,56,4030649E,Bus,Infodev,40,Eastbound,30649,South St & 27th St - FS,39.945907,-75.183998,Fall 2022,15,6,3,2,2,1
-8367155.42179281,4857712.01559359,57,4022246E,Bus,Infodev,40,Eastbound,22246,South St & 13th St,39.94334,-75.163436,Fall 2022,20,36,1,6,2,7
-8366980.53887277,4857682.68587055,58,4022247E,Bus,Infodev,40,Eastbound,22247,South St & 12th St,39.943138,-75.161865,Fall 2022,7,30,1,2,0,4
-8366806.43518917,4857654.3726062,59,4022248E,Bus,Infodev,40,Eastbound,22248,South St & 11th St,39.942943,-75.160301,Fall 2022,4,47,1,4,0,2
-8366630.55039372,4857626.64020498,60,4022249E,Bus,Infodev,40,Eastbound,22249,South St & 10th St,39.942752,-75.158721,Fall 2022,10,57,2,13,3,12
-8373444.52774466,4866086.87124502,61,4022316E,Bus,Infodev,40,Eastbound,22316,Belmont Av & Sherwood Rd - MBFS,40.000995,-75.219932,Fall 2022,31,1,16,1,6,0
-8373411.4658559,4865940.53569603,62,4022207E,Bus,Infodev,40,Eastbound,22207,Belmont Av & Conshohocken Av,39.999988,-75.219635,Fall 2022,6,1,5,0,1,0
-8373390.20383316,4865845.7893019,63,4026002E,Bus,Infodev,40,Eastbound,26002,Belmont Av & Conshohocken Av - FS,39.999336,-75.219444,Fall 2022,33,1,14,1,13,0
-8373249.16203832,4865146.26340102,64,4022317E,Bus,Infodev,40,Eastbound,22317,Belmont Av & Parkside Av,39.994522,-75.218177,Fall 2022,12,1,5,2,8,0
-8373494.62151552,4864553.14359224,65,4022211E,Bus,Infodev,40,Eastbound,22211,Parkside Av & Wynnefield Av,39.99044,-75.220382,Fall 2022,8,2,4,0,0,1
-8374170.66478311,4864719.36467694,66,4022214E,Bus,Infodev,40,Eastbound,22214,Wynnefield Av & Bryn Mawr Av,39.991584,-75.226455,Fall 2022,57,17,21,7,16,6
-8374960.58788978,4864770.94608654,67,4022216E,Bus,Infodev,40,Eastbound,22216,Wynnefield Av & 54th St,39.991939,-75.233551,Fall 2022,6,2,1,1,0,0
-8374902.81307406,4864343.04644918,68,4021686E,Bus,Infodev,40,Eastbound,21686,54th St & Gainor Rd,39.988994,-75.233032,Fall 2022,27,9,6,8,10,1
-8374845.03825833,4864121.33049768,69,4021687E,Bus,Infodev,40,Eastbound,21687,54th St & Lebanon Av,39.987468,-75.232513,Fall 2022,41,8,12,1,5,4
-8372003.27429736,4859019.16375281,70,3021430E,Bus,Infodev,30,Eastbound,21430,42nd St & Spruce St,39.952342,-75.206985,Fall 2022,2,1,0,0,0,0
-8374785.59365025,4863899.18363683,71,4021688E,Bus,Infodev,40,Eastbound,21688,54th St & Berks St,39.985939,-75.231979,Fall 2022,66,44,22,9,15,8
-8374601.2485735,4863293.93494474,72,4021690E,Bus,Infodev,40,Eastbound,21690,54th St & Oxford St,39.981773,-75.230323,Fall 2022,12,2,2,2,1,0
-8373387.64348487,4863025.17335425,73,4021725E,Bus,Infodev,40,Eastbound,21725,Parkside Av & 50th St,39.979923,-75.219421,Fall 2022,127,13,87,7,83,4
-8373077.61870301,4862875.54167617,74,4021726E,Bus,Infodev,40,Eastbound,21726,Parkside Av & 49th St - FS,39.978893,-75.216636,Fall 2022,33,5,10,1,3,0
-8372495.86304412,4862596.18682202,75,4025809E,Bus,Infodev,40,Eastbound,25809,Parkside Av & W Memorial Hall Dr,39.97697,-75.21141,Fall 2022,22,6,9,3,8,5
-8371686.45902657,4861981.72096735,76,4022221E,Bus,Infodev,40,Eastbound,22221,40th St & Poplar St,39.97274,-75.204139,Fall 2022,94,20,44,7,26,6
-8371596.40155851,4861367.1478897,77,4022224E,Bus,Infodev,40,Eastbound,22224,40th St & Parrish St,39.968509,-75.20333,Fall 2022,25,15,11,5,8,4
-8371552.31904016,4861055.73611051,78,4022226E,Bus,Infodev,40,Eastbound,22226,40th St & Aspen St,39.966365,-75.202934,Fall 2022,25,15,5,3,6,4
-8371452.91073488,4860019.75219242,79,4021424E,Bus,Infodev,40,Eastbound,21424,40th St & Powelton Av,39.959232,-75.202041,Fall 2022,28,18,6,6,7,11
-8371547.19834358,4859125.60762987,80,4022230E,Bus,Infodev,40,Eastbound,22230,40th St & Locust St,39.953075,-75.202888,Fall 2022,30,39,11,13,5,14
-8371323.00088913,4858880.19304084,81,4022128E,Bus,Infodev,40,Eastbound,22128,Spruce St & 39th St,39.951385,-75.200874,Fall 2022,24,24,7,6,5,0
-8370933.16003237,4858817.02517816,82,4015229E,Bus,Infodev,40,Eastbound,15229,Spruce St & 37th St,39.95095,-75.197372,Fall 2022,93,26,17,11,14,9
-8369358.5458351,4858064.85023657,83,4030644E,Bus,Infodev,40,Eastbound,30644,South St & 26th St,39.94577,-75.183227,Fall 2022,11,18,7,3,1,2
-8369217.61535975,4858043.21515912,84,4030645E,Bus,Infodev,40,Eastbound,30645,South St & 25th St,39.945621,-75.181961,Fall 2022,22,14,2,2,4,5
-8369093.60544701,4858023.3225456,85,4030646E,Bus,Infodev,40,Eastbound,30646,South St & 24th St,39.945484,-75.180847,Fall 2022,21,47,6,10,6,8
-8368979.72560793,4858004.44637982,86,4030647E,Bus,Infodev,40,Eastbound,30647,South St & 23rd St,39.945354,-75.179824,Fall 2022,32,67,12,16,8,12
-8368851.48555453,4857984.98944648,87,40659E,Bus,Infodev,40,Eastbound,659,South St & 22nd St,39.94522,-75.178672,Fall 2022,44,79,14,21,9,11
-8368672.26117436,4857955.6589175,88,4022239E,Bus,Infodev,40,Eastbound,22239,South St & 21st St,39.945018,-75.177062,Fall 2022,25,54,7,13,4,11
-8368456.63532069,4857921.39167651,89,4022240E,Bus,Infodev,40,Eastbound,22240,South St & 20th St,39.944782,-75.175125,Fall 2022,34,62,15,10,10,9
-8368283.31087353,4857892.49693379,90,4022241E,Bus,Infodev,40,Eastbound,22241,South St & 19th St,39.944583,-75.173568,Fall 2022,18,97,7,14,5,20
-8368110.09774585,4857863.74747421,91,4022242E,Bus,Infodev,40,Eastbound,22242,South St & 18th St,39.944385,-75.172012,Fall 2022,38,103,10,16,7,9
-8367932.54315803,4857834.41730319,92,4022243E,Bus,Infodev,40,Eastbound,22243,South St & 17th St,39.944183,-75.170417,Fall 2022,24,85,6,10,5,10
-8367759.33003036,4857808.42677848,93,4022244E,Bus,Infodev,40,Eastbound,22244,South St & 16th St,39.944004,-75.168861,Fall 2022,35,89,11,17,3,15
-8367584.33579083,4857779.53236434,94,4022245E,Bus,Infodev,40,Eastbound,22245,South St & 15th St,39.943805,-75.167289,Fall 2022,14,64,5,17,3,11
-8367409.4528708,4857750.20244196,95,40660E,Bus,Infodev,40,Eastbound,660,South St & Broad St,39.943603,-75.165718,Fall 2022,108,460,23,51,16,46
-8373323.96873614,4866231.61041543,96,4025776E,Bus,Infodev,40,Eastbound,25776,Ford Rd & Belmont Av - MBNS,40.001991,-75.218849,Fall 2022,11,0,4,0,5,0
-8373277.21455,4865283.72346782,97,4022208E,Bus,Infodev,40,Eastbound,22208,Belmont Av & Monument Rd,39.995468,-75.218429,Fall 2022,38,5,26,2,17,2
-8373385.08313658,4864819.76704793,98,4022296E,Bus,Infodev,40,Eastbound,22296,Parkside Av & 49th St,39.992275,-75.219398,Fall 2022,24,5,10,3,8,3
-8374329.51769647,4864727.2108459,99,4025980E,Bus,Infodev,40,Eastbound,25980,Wynnefield Av & 51st St,39.991638,-75.227882,Fall 2022,10,0,4,1,6,2
-8374670.04401881,4864752.63828794,100,4025981E,Bus,Infodev,40,Eastbound,25981,Wynnefield Av & 53rd St,39.991813,-75.230941,Fall 2022,6,4,1,0,3,0
-8374264.95239181,4863050.01533659,101,4021691E,Bus,Infodev,40,Eastbound,21691,Jefferson St & Lindenwood St,39.980094,-75.227302,Fall 2022,8,11,4,1,1,4
-8370092.36391841,4858516.87440978,102,4030648E,Bus,Infodev,40,Eastbound,30648,South St & Convention Av,39.948883,-75.189819,Fall 2022,152,40,23,9,21,9
-8373663.60450255,4864617.94623646,103,4022212E,Bus,Infodev,40,Eastbound,22212,Wynnefield Av & Monument Rd,39.990886,-75.2219,Fall 2022,11,3,1,0,1,1
-8373981.31032927,4864707.15953756,104,4022213E,Bus,Infodev,40,Eastbound,22213,Wynnefield Av & 50th St,39.9915,-75.224754,Fall 2022,8,6,4,0,6,2
-8374530.78333583,4864743.19380186,105,4022215E,Bus,Infodev,40,Eastbound,22215,Wynnefield Av & 52nd St,39.991748,-75.22969,Fall 2022,5,2,2,1,0,3
-8374965.59726686,4864605.160031,106,4021685E,Bus,Infodev,40,Eastbound,21685,54th St & Woodcrest Av,39.990798,-75.233596,Fall 2022,49,19,16,7,6,3
-8374657.35359686,4863410.30370704,107,4021689E,Bus,Infodev,40,Eastbound,21689,54th St & Upland Way,39.982574,-75.230827,Fall 2022,17,10,5,4,7,3
-8373901.49425437,4863244.54037692,108,4021722E,Bus,Infodev,40,Eastbound,21722,52nd St & Parkside Av,39.981433,-75.224037,Fall 2022,19,5,13,1,6,4
-8372815.23866321,4866171.15685055,109,40657E,Bus,Infodev,40,Eastbound,657,Conshohocken Av & Monument Rd,40.001575,-75.214279,Fall 2022,217,0,110,0,90,0
-8373319.73859549,4865499.36233502,110,4025979E,Bus,Infodev,40,Eastbound,25979,Belmont Av & Monument Rd - 2 MBNS,39.996952,-75.218811,Fall 2022,12,0,6,3,10,2
-8374372.82097839,4863099.9900391,111,4025982E,Bus,Infodev,40,Eastbound,25982,Jefferson St & 53rd St,39.980438,-75.228271,Fall 2022,17,9,4,7,3,5
-8371491.09332022,4860613.61787897,112,4022228E,Bus,Infodev,40,Eastbound,22228,40th St & Lancaster Av,39.963321,-75.202384,Fall 2022,90,61,32,28,31,18
-8371518.36659547,4859298.41799057,113,4021426E,Bus,Infodev,40,Eastbound,21426,40th St & Walnut St,39.954265,-75.202629,Fall 2022,59,137,31,67,16,47
-8371536.17771399,4858918.38438026,114,40672E,Bus,Infodev,40,Eastbound,672,Spruce St & 40th St - FS,39.951648,-75.202789,Fall 2022,64,90,23,31,20,19
-8367117.23920747,4857991.66868796,115,4032128E,Bus,Infodev,40,Eastbound,32128,Pine St & 13th St,39.945266,-75.163093,Fall 2022,3,31,7,12,0,7
-8366932.89413071,4857961.75733719,116,4032129E,Bus,Infodev,40,Eastbound,32129,Pine St & 12th St,39.94506,-75.161437,Fall 2022,4,24,1,11,0,7
-8366766.47149198,4857935.76647931,117,4032130E,Bus,Infodev,40,Eastbound,32130,Pine St & 11th St,39.944881,-75.159942,Fall 2022,8,20,1,9,0,6
-8366593.2583643,4857904.69369936,118,4032131E,Bus,Infodev,40,Eastbound,32131,Pine St & 10th St,39.944667,-75.158386,Fall 2022,10,31,0,13,1,8
-8373471.68970042,4866194.40817807,119,4022315E,Bus,Infodev,40,Eastbound,22315,Belmont Av & Sherwood Rd,40.001735,-75.220176,Fall 2022,26,0,5,1,8,0
-8373338.32895045,4865590.18199345,120,4022206E,Bus,Infodev,40,Eastbound,22206,Belmont Av & Monument Rd - 1 MBNS,39.997577,-75.218978,Fall 2022,7,1,3,0,0,0
-8374717.68876087,4863640.2849362,121,4022217E,Bus,Infodev,40,Eastbound,22217,54th St & Montgomery Av,39.984157,-75.231369,Fall 2022,60,11,19,7,20,7
-8374016.93256632,4863002.94637011,122,4021721E,Bus,Infodev,40,Eastbound,21721,52nd St & Heston St,39.97977,-75.225074,Fall 2022,59,71,21,36,17,26
-8371486.08394314,4859520.60715826,123,4021425E,Bus,Infodev,40,Eastbound,21425,40th St & Chestnut St,39.955795,-75.202339,Fall 2022,51,123,13,36,14,22
-8366455.66747368,4857597.310734,124,4022250E,Bus,Infodev,40,Eastbound,22250,South St & 9th St,39.94255,-75.15715,Fall 2022,5,31,1,6,1,3
-8366284.12413837,4857570.74005039,125,4022251E,Bus,Infodev,40,Eastbound,22251,South St & 8th St,39.942367,-75.155609,Fall 2022,4,57,1,8,1,7
-8366106.56955055,4857539.23282913,126,4022252E,Bus,Infodev,40,Eastbound,22252,South St & 7th St,39.94215,-75.154014,Fall 2022,2,40,0,3,0,2
-8365932.46586695,4857511.50074933,127,4022253E,Bus,Infodev,40,Eastbound,22253,South St & 6th St,39.941959,-75.15245,Fall 2022,0,32,0,6,1,5
-8365758.36218335,4857483.76874693,128,4022254E,Bus,Infodev,40,Eastbound,22254,South St & 5th St,39.941768,-75.150886,Fall 2022,5,46,0,11,0,4
-8365581.69815146,4857454.43969774,129,4022255E,Bus,Infodev,40,Eastbound,22255,South St & 4th St,39.941566,-75.149299,Fall 2022,3,50,0,8,2,12
-8365403.36432721,4857425.69150583,130,4022256E,Bus,Infodev,40,Eastbound,22256,South St & 3rd St,39.941368,-75.147697,Fall 2022,6,41,0,5,1,4
-8365200.4288955,4857393.02320691,131,4022257E,Bus,Infodev,40,Eastbound,22257,South St & 2nd St,39.941143,-75.145874,Fall 2022,48,42,11,11,13,11
-8367331.30658826,4858015.48167238,132,405281E,Bus,Infodev,40,Eastbound,5281,Broad St & Pine St,39.94543,-75.165016,Fall 2022,11,33,2,8,1,4
-8366416.59433241,4857874.78261047,133,4032132E,Bus,Infodev,40,Eastbound,32132,Pine St & 9th St,39.944461,-75.156799,Fall 2022,10,26,0,14,1,6
-8366197.40625504,4857842.69362981,134,4025090E,Bus,Infodev,40,Eastbound,25090,Pine St & 8th St - FS,39.94424,-75.15483,Fall 2022,10,38,1,21,0,8
-8366060.70592035,4857820.47824238,135,4025091E,Bus,Infodev,40,Eastbound,25091,Pine St & 7th St,39.944087,-75.153602,Fall 2022,16,45,1,25,0,18
-8365715.94945736,4857761.2374521,136,4025093E,Bus,Infodev,40,Eastbound,25093,Pine St & 5th St,39.943679,-75.150505,Fall 2022,27,44,1,25,0,9
-8365534.16472889,4857733.64994974,137,4025094E,Bus,Infodev,40,Eastbound,25094,Pine St & 4th St,39.943489,-75.148872,Fall 2022,19,30,1,18,1,12
-8365359.17048937,4857706.49811433,138,40311E,Bus,Infodev,40,Eastbound,311,Pine St & 3rd St,39.943302,-75.1473,Fall 2022,37,48,4,15,0,9
-8365155.34450172,4857671.5057514,139,4032272E,Bus,Infodev,40,Eastbound,32272,Pine St & 2nd St,39.943061,-75.145469,Fall 2022,230,126,6,22,6,16
-8373417.36578891,4862774.72315711,140,4030771E,Bus,Infodev,40,Eastbound,30771,50th & Parkside Loop,39.978199,-75.219688,Fall 2022,11,0,0,0,0,0
-8365881.48154017,4857672.0865365,141,4022261W,Bus,Infodev,40,Westbound,22261,Lombard St & 6th St,39.943065,-75.151992,Fall 2022,45,1,21,1,16,0
-8366408.13405111,4857755.7199455,142,4022264W,Bus,Infodev,40,Westbound,22264,Lombard St & 9th St,39.943641,-75.156723,Fall 2022,68,15,24,7,17,3
-8366578.7868305,4857781.71033232,143,4022265W,Bus,Infodev,40,Westbound,22265,Lombard St & 10th St,39.94382,-75.158256,Fall 2022,63,18,30,1,18,5
-8367108.77892616,4857871.44302846,144,4022268W,Bus,Infodev,40,Westbound,22268,Lombard St & 13th St,39.944438,-75.163017,Fall 2022,43,12,11,11,15,8
-8367536.80236826,4857937.36368091,145,4022269W,Bus,Infodev,40,Westbound,22269,Lombard St & 15th St,39.944892,-75.166862,Fall 2022,89,16,21,7,12,9
-8368408.99057863,4858081.98408972,146,4022274W,Bus,Infodev,40,Westbound,22274,Lombard St & 20th St,39.945888,-75.174697,Fall 2022,74,19,11,9,9,8
-8368929.63183707,4858166.7825777,147,4030638W,Bus,Infodev,40,Westbound,30638,Lombard St & 23rd St,39.946472,-75.179374,Fall 2022,19,18,5,14,2,8
-8370061.75105844,4858513.97023765,148,4030652W,Bus,Infodev,40,Westbound,30652,South St & Convention Av,39.948863,-75.189544,Fall 2022,26,90,10,13,4,9
-8371794.32761314,4859962.09581094,149,40351W,Bus,Infodev,40,Westbound,351,41st St & Powelton Av,39.958835,-75.205108,Fall 2022,36,12,15,5,19,5
-8371811.35949523,4860138.26107046,150,4030823W,Bus,Infodev,40,Westbound,30823,41st St & Baring St,39.960048,-75.205261,Fall 2022,18,17,11,8,5,5
-8371845.31193993,4861154.93945584,151,4022288W,Bus,Infodev,40,Westbound,22288,41st St & Brown St,39.967048,-75.205566,Fall 2022,29,39,10,14,5,12
-8371961.64080781,4862329.62308678,152,4021565W,Bus,Infodev,40,Westbound,21565,41st St & Parkside Av,39.975135,-75.206611,Fall 2022,27,38,8,19,7,11
-8372259.75440415,4862503.07028418,153,4021566W,Bus,Infodev,40,Westbound,21566,Parkside Av & 42nd St,39.976329,-75.209289,Fall 2022,22,51,7,24,6,17
-8373374.06250699,4863035.63312871,154,4021753W,Bus,Infodev,40,Westbound,21753,Parkside Av & 50th St,39.979995,-75.219299,Fall 2022,20,119,2,67,3,76
-8373606.72024275,4863149.23861125,155,4021754W,Bus,Infodev,40,Westbound,21754,Parkside Av & 51st St,39.980777,-75.221389,Fall 2022,27,87,8,43,6,32
-8374561.39619579,4863249.62510049,156,4021760W,Bus,Infodev,40,Westbound,21760,54th St & Oxford St,39.981468,-75.229965,Fall 2022,2,3,2,0,0,1
-8374631.86143347,4863387.05890141,157,4021761W,Bus,Infodev,40,Westbound,21761,54th St & Columbia Av,39.982414,-75.230598,Fall 2022,1,7,2,5,1,2
-8374880.66049539,4864322.56003628,158,4021765W,Bus,Infodev,40,Westbound,21765,54th St & Gainor Rd,39.988853,-75.232833,Fall 2022,8,21,2,10,4,6
-8374964.81803043,4864746.5356959,159,4021767W,Bus,Infodev,40,Westbound,21767,54th St & Wynnefield Av,39.991771,-75.233589,Fall 2022,7,30,3,10,3,4
-8373267.08447634,4865315.25527383,160,4021572W,Bus,Infodev,40,Westbound,21572,Belmont Av & Monument Rd - FS,39.995685,-75.218338,Fall 2022,1,14,3,12,0,9
-8372691.22875047,4866010.43353908,161,4021577W,Bus,Infodev,40,Westbound,21577,Ford Rd & Balwynne Park Rd,40.000469,-75.213165,Fall 2022,2,14,1,6,1,6
