X,Y,FID,GIS_DB_ID,Mode,Source,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,WKDY_ONS,WKDY_OFFS,SAT_ONS,SAT_OFFS,SUN_ONS,SUN_OFFS
-8401893.55945077,4872488.36648898,5229,9226824W,Bus,Infodev,92,Westbound,26824,Bear Hill Rd & Central Av - FS,40.045032,-75.475494,Fall 2022,0,2,0,1,0,0
-8402887.19722559,4872038.46819805,5230,9219378W,Bus,Infodev,92,Westbound,19378,Lancaster Av & Valley Rd - FS,40.041938,-75.48442,Fall 2022,3,1,3,2,0,0
-8403286.38891958,4872021.31023172,5231,9219379W,Bus,Infodev,92,Westbound,19379,Lancaster Av & Plank Av,40.04182,-75.488006,Fall 2022,2,1,1,1,0,0
-8404882.26513959,4871762.34487172,5232,9226827W,Bus,Infodev,92,Westbound,26827,King Rd & Grubb Rd - FS,40.040039,-75.502342,Fall 2022,1,0,0,1,0,0
-8406231.79132648,4871193.69172675,5233,921831W,Bus,Infodev,92,Westbound,1831,King St & Warren Av,40.036128,-75.514465,Fall 2022,6,1,3,1,0,0
-8408764.42106152,4870645.27985302,5234,9226840W,Bus,Infodev,92,Westbound,26840,King Rd & Summit Rd - FS,40.032356,-75.537216,Fall 2022,0,2,0,0,0,0
-8409428.55314359,4870275.86042577,5235,9226842W,Bus,Infodev,92,Westbound,26842,King Rd & Line Rd - FS,40.029815,-75.543182,Fall 2022,0,0,0,0,0,0
-8412059.70062798,4869898.74986904,5236,921832W,Bus,Infodev,92,Westbound,1832,King Rd & Our Ladys Circle - 2,40.027221,-75.566818,Fall 2022,1,3,0,5,0,0
-8413491.60323805,4864324.15826556,5237,9229368W,Bus,Infodev,92,Westbound,29368,Ward Av & Ward Av - MBNS,39.988864,-75.579681,Fall 2022,1,0,0,0,0,0
-8413884.78367954,4864156.34559712,5238,9230107W,Bus,Infodev,92,Westbound,30107,Ward Av & Ward Av,39.987709,-75.583213,Fall 2022,1,0,0,0,0,0
-8414618.60176284,4862459.345035,5239,9231113W,Bus,Infodev,92,Westbound,31113,Fernhill Rd & Turner Ln - MBNS,39.976028,-75.589805,Fall 2022,0,0,0,0,0,0
-8415386.37229084,4862508.59042899,5240,9226889W,Bus,Infodev,92,Westbound,26889,Goshen Rd & Greystone Dr - FS,39.976367,-75.596702,Fall 2022,0,1,0,0,0,0
-8416687.47449924,4860823.05513932,5241,9226896W,Bus,Infodev,92,Westbound,26896,Marshall St & High St,39.964763,-75.60839,Fall 2022,0,0,0,0,0,0
-8416607.65842434,4860630.32041101,5242,9226897W,Bus,Infodev,92,Westbound,26897,High St & Biddle St,39.963436,-75.607673,Fall 2022,0,1,0,0,0,0
-8416848.88776089,4860066.22609369,5243,9230146W,Bus,Infodev,92,Westbound,30146,New St & Chestnut St - FS,39.959552,-75.60984,Fall 2022,1,3,1,1,0,0
-8392721.94660432,4879004.43876341,5244,921827W,Bus,Infodev,92,Westbound,1827,Plaza at King of Prussia,40.089828,-75.393104,Fall 2022,34,0,30,0,0,0
-8393600.92530362,4878282.88653296,5245,9211055W,Bus,Infodev,92,Westbound,11055,North Warner Rd & North Gulph Rd - FS,40.084869,-75.401,Fall 2022,1,0,1,1,0,0
-8393891.46917459,4877866.04274426,5246,927742W,Bus,Infodev,92,Westbound,7742,Swedesford Rd & South Warner Rd - FS,40.082004,-75.40361,Fall 2022,3,1,0,0,0,0
-8394769.66863746,4877695.09093975,5247,927726W,Bus,Infodev,92,Westbound,7726,Swedesford Rd & Drummers Ln - FS,40.080829,-75.411499,Fall 2022,0,2,0,1,0,0
-8395238.43501319,4876626.2362034,5248,9231635W,Bus,Infodev,92,Westbound,31635,Devon Park Dr & Old Eagle School Dr - MBFS 2,40.073482,-75.41571,Fall 2022,0,0,0,0,0,0
-8397894.18410504,4876292.670061,5249,9219085W,Bus,Infodev,92,Westbound,19085,Swedesford Rd & Valley Forge Rd - MBFS,40.071189,-75.439567,Fall 2022,0,0,0,0,0,0
-8400406.44237327,4875123.60429057,5250,9219089W,Bus,Infodev,92,Westbound,19089,Swedesford Rd & Chesterbrook Blvd,40.063152,-75.462135,Fall 2022,2,0,0,1,0,0
-8402243.43661034,4872067.40415768,5251,9229485W,Bus,Infodev,92,Westbound,29485,Lancaster Av & Bear Hill Rd - MBFS,40.042137,-75.478637,Fall 2022,1,4,0,1,0,0
-8402676.58074901,4872045.15690483,5252,9219377W,Bus,Infodev,92,Westbound,19377,Lancaster Av & Darby Rd,40.041984,-75.482528,Fall 2022,3,2,1,2,0,0
-8403812.93011103,4871996.30036789,5253,9219380W,Bus,Infodev,92,Westbound,19380,Lancaster Av & Cedar Hollow Rd,40.041648,-75.492736,Fall 2022,0,1,0,0,0,0
-8404188.41075348,4871963.5840715,5254,9226825W,Bus,Infodev,92,Westbound,26825,King Rd & Lancaster Av - FS,40.041423,-75.496109,Fall 2022,0,0,0,0,0,0
-8405604.95127382,4871420.6547193,5255,9226829W,Bus,Infodev,92,Westbound,26829,King St & Ruthland Av,40.037689,-75.508834,Fall 2022,0,3,1,0,0,0
-8406653.91483557,4870998.57458831,5256,9226833W,Bus,Infodev,92,Westbound,26833,King St & Kingsbury Condos,40.034786,-75.518257,Fall 2022,2,2,0,0,0,0
-8407870.08027248,4870818.29092835,5257,9226837W,Bus,Infodev,92,Westbound,26837,King St & Sugartown Rd,40.033546,-75.529182,Fall 2022,1,0,0,0,0,0
-8414074.24945286,4868825.21178733,5258,9226853W,Bus,Infodev,92,Westbound,26853,King Rd & Phoenixville Pk,40.019836,-75.584915,Fall 2022,0,0,1,0,0,0
-8414509.0633839,4867118.54724575,5259,9231165W,Bus,Infodev,92,Westbound,31165,Boot Rd & Delmar Dr,40.008094,-75.588821,Fall 2022,0,1,0,0,0,0
-8413389.63458449,4865383.40500328,5260,9230030W,Bus,Infodev,92,Westbound,30030,Wilson Dr & Airport Rd,39.996154,-75.578765,Fall 2022,0,0,0,0,0,0
-8413252.04369386,4864984.39426253,5261,9229365W,Bus,Infodev,92,Westbound,29365,Airport Rd & American Blvd - FS,39.993408,-75.577529,Fall 2022,0,0,0,0,0,0
-8413112.00377445,4864431.24021311,5262,9224175W,Bus,Infodev,92,Westbound,24175,Ward Av & Airport Rd - MBFS,39.989601,-75.576271,Fall 2022,1,0,0,0,0,0
-8414481.90142815,4863344.92782996,5263,9229371W,Bus,Infodev,92,Westbound,29371,Five Points Rd & Lawrence Dr,39.982124,-75.588577,Fall 2022,0,0,0,0,0,0
-8415733.68910212,4862133.51809646,5264,9226890W,Bus,Infodev,92,Westbound,26890,Marshall St & Goshen Rd - MBFS,39.973785,-75.599822,Fall 2022,0,1,0,0,0,0
-8416443.79613389,4860352.19060375,5265,9226899W,Bus,Infodev,92,Westbound,26899,High St & Chestnut St,39.961521,-75.606201,Fall 2022,0,5,0,3,0,0
-8416686.6952628,4860199.83977131,5266,9218730W,Bus,Infodev,92,Westbound,18730,Chestnut St & Darlington St,39.960472,-75.608383,Fall 2022,0,0,0,0,0,0
-8404476.28295667,4871918.07224764,5267,9226826W,Bus,Infodev,92,Westbound,26826,King Rd & Lloyd Av,40.04111,-75.498695,Fall 2022,0,0,0,0,0,0
-8405176.03727579,4871619.12437435,5268,9226828W,Bus,Infodev,92,Westbound,26828,King Rd& Arlington Av,40.039054,-75.504981,Fall 2022,0,0,0,0,0,0
-8415857.69901486,4861876.40853327,5269,921576W,Bus,Infodev,92,Westbound,1576,Marshall St & Montgomery Av - FS,39.972015,-75.600936,Fall 2022,0,2,0,0,0,0
-8416200.89700498,4861106.71750093,5270,9226893W,Bus,Infodev,92,Westbound,26893,Marshall St & Franklin St,39.966716,-75.604019,Fall 2022,1,0,0,1,0,0
-8416540.53277139,4860279.57313757,5271,9218729W,Bus,Infodev,92,Westbound,18729,Chestnut St & Church St,39.961021,-75.60707,Fall 2022,0,2,0,4,0,0
-8408434.02481284,4870638.59209053,5272,9226839W,Bus,Infodev,92,Westbound,26839,King Rd & Gingerwood Rd,40.03231,-75.534248,Fall 2022,0,0,0,0,0,0
-8414465.76010199,4868117.62693057,5273,9231109W,Bus,Infodev,92,Westbound,31109,Phoenixville Pk & Cedarwood Av,40.014968,-75.588432,Fall 2022,0,0,0,0,0,0
-8399320.18678211,4875713.42924302,5274,9219088W,Bus,Infodev,92,Westbound,19088,Swedesford Rd & Contention Ln - MBFS,40.067207,-75.452377,Fall 2022,0,0,0,0,0,0
-8407087.83821068,4870855.94668005,5275,9226834W,Bus,Infodev,92,Westbound,26834,King St & Karen Dr,40.033805,-75.522155,Fall 2022,0,1,0,0,0,0
-8409652.75059805,4870152.14215903,5276,9231158W,Bus,Infodev,92,Westbound,31158,King Rd & Madeline Dr,40.028964,-75.545196,Fall 2022,0,2,0,0,0,0
-8411121.1660011,4870036.27580477,5277,9226847W,Bus,Infodev,92,Westbound,26847,King Rd & Frazer Rd,40.028167,-75.558387,Fall 2022,1,4,0,1,0,0
-8413872.09325759,4865097.44083341,5278,9229360W,Bus,Infodev,92,Westbound,29360,QVC Facility,39.994186,-75.583099,Fall 2022,2,2,0,0,0,0
-8416566.91549071,4859826.88782618,5279,921990W,Bus,Infodev,92,Westbound,1990,West Chester Transportation Center,39.957904,-75.607307,Fall 2022,0,15,0,13,0,0
-8414784.24516514,4867162.43836296,5280,9231111W,Bus,Infodev,92,Westbound,31111,Phoenixville Pk & Boot Rd - FS,40.008396,-75.591293,Fall 2022,0,0,0,1,0,0
-8415118.87155447,4865008.80523823,5281,9226884W,Bus,Infodev,92,Westbound,26884,Phoenixville Pk & Camaro Run Dr - MBNS,39.993576,-75.594299,Fall 2022,0,0,0,0,0,0
-8415114.64141382,4864561.42552094,5282,9226885W,Bus,Infodev,92,Westbound,26885,Phoenixville Pk & Ashbridge Rd - FS,39.990497,-75.594261,Fall 2022,0,0,0,0,0,0
-8414941.31696665,4862858.83536664,5283,9226888W,Bus,Infodev,92,Westbound,26888,Phoenixville Pk & Goshen Rd,39.978778,-75.592704,Fall 2022,0,0,0,1,0,0
-8414882.7629145,4866909.55843064,5284,9226878W,Bus,Infodev,92,Westbound,26878,Phoenixville Pk & Laurel Dr,40.006656,-75.592178,Fall 2022,0,0,0,0,0,0
-8414965.13933768,4866722.22797015,5285,9226879W,Bus,Infodev,92,Westbound,26879,Phoenixville Pk & Knollwood Dr,40.005367,-75.592918,Fall 2022,0,0,0,0,0,0
-8415044.95541258,4866090.21359161,5286,9226881W,Bus,Infodev,92,Westbound,26881,Phoenixville Pk & Karen La,40.001018,-75.593635,Fall 2022,0,1,0,0,0,0
-8415218.16854026,4864125.25334501,5287,9226924E,Bus,Infodev,92,Eastbound,26924,Phoenixville Pk & Saunders Ln - FS,39.987495,-75.595191,Fall 2022,0,0,0,0,0,0
-8415094.269947,4864558.66487728,5288,9226926E,Bus,Infodev,92,Eastbound,26926,Phoenixville Pk & Ashbridge Rd,39.990478,-75.594078,Fall 2022,0,0,0,0,0,0
-8387608.26315575,4882760.73519681,5289,9318304W,Bus,Infodev,93,Westbound,18304,Main St & Barbadoes St,40.115638,-75.347167,Fall 2022,38,0,22,0,16,0
-8389286.51579895,4883904.2071487,5290,9326685W,Bus,Infodev,93,Westbound,26685,Main St & Forrest Av,40.123493,-75.362243,Fall 2022,11,10,7,3,6,4
-8389528.63569142,4884078.03227533,5291,9331942W,Bus,Infodev,93,Westbound,31942,Main St & Montgomery Av,40.124687,-75.364418,Fall 2022,0,8,1,5,1,3
-8390371.99215367,4884719.93057368,5292,9331423W,Bus,Infodev,93,Westbound,31423,Main St & Whitehall Rd,40.129096,-75.371994,Fall 2022,0,1,0,0,0,1
-8391059.05605085,4885230.39246254,5293,9331425W,Bus,Infodev,93,Westbound,31425,Main St & Egypt Rd,40.132602,-75.378166,Fall 2022,6,6,1,4,1,3
-8392972.52677809,4887337.30917633,5294,9330435W,Bus,Infodev,93,Westbound,30435,Main St & Park Av - FS,40.147071,-75.395355,Fall 2022,0,8,6,4,2,4
-8393632.42871952,4888580.20583153,5295,9329480W,Bus,Infodev,93,Westbound,29480,Ridge Pk & W Mount Kirk Av - FS,40.155605,-75.401283,Fall 2022,0,5,0,0,0,1
-8394011.13762719,4888885.78367372,5296,931563W,Bus,Infodev,93,Westbound,1563,Ridge Pk & E Mount Kirk Av - FS,40.157703,-75.404685,Fall 2022,4,7,1,8,1,13
-8398577.9084175,4892692.02404785,5297,9332635W,Bus,Infodev,93,Westbound,32635,Ridge Pk & Germantown Av,40.18383,-75.445709,Fall 2022,1,1,0,3,0,0
-8399970.7378863,4893794.23824919,5298,9326692W,Bus,Infodev,93,Westbound,26692,Main St & 6th Av,40.191394,-75.458221,Fall 2022,3,10,2,4,1,7
-8401059.55382575,4894393.62974522,5299,9326696W,Bus,Infodev,93,Westbound,26696,Main St & Trappe Center,40.195507,-75.468002,Fall 2022,0,2,0,3,0,2
-8403225.27451913,4895969.73797472,5300,9331953W,Bus,Infodev,93,Westbound,31953,Main St & Greenwood Av - FS,40.206321,-75.487457,Fall 2022,2,1,0,1,0,2
-8407059.00646256,4899567.27893246,5301,9326712W,Bus,Infodev,93,Westbound,26712,Ridge Pk & Limerick Rd,40.230998,-75.521896,Fall 2022,0,3,6,2,0,0
-8408248.90049965,4900077.48737778,5302,9326715W,Bus,Infodev,93,Westbound,26715,Ridge Pk & Village Way - FS,40.234497,-75.532585,Fall 2022,5,6,2,6,3,3
-8413323.39948746,4901485.91033367,5303,9326724W,Bus,Infodev,93,Westbound,26724,High St & Rupert Rd - MBFS,40.244155,-75.57817,Fall 2022,1,1,0,1,1,1
-8414431.80765729,4901563.35171571,5304,9331955W,Bus,Infodev,93,Westbound,31955,High St & Shelly Ln,40.244686,-75.588127,Fall 2022,0,0,0,0,0,0
-8420474.56357602,4901567.72695316,5305,9331956W,Bus,Infodev,93,Westbound,31956,High St & Washington St - FS,40.244716,-75.64241,Fall 2022,1,25,0,28,0,17
-8421844.46122973,4901557.66390992,5306,931594W,Bus,Infodev,93,Westbound,1594,Montgomery County Community College,40.244647,-75.654716,Fall 2022,0,15,0,0,0,0
-8387346.77367187,4882442.10053782,5307,931649W,Bus,Infodev,93,Westbound,1649,Norristown Transportation Center,40.113449,-75.344818,Fall 2022,227,0,173,0,134,0
-8388532.32624882,4883343.2998171,5308,9326615W,Bus,Infodev,93,Westbound,26615,Main St & Stanbridge St,40.11964,-75.355468,Fall 2022,7,6,7,3,3,5
-8388682.71888088,4883443.16316199,5309,9326616W,Bus,Infodev,93,Westbound,26616,Main St & Noble St,40.120326,-75.356819,Fall 2022,7,5,4,4,3,6
-8388952.77996555,4883646.53230172,5310,9326618W,Bus,Infodev,93,Westbound,26618,Main St & Hamilton St,40.121723,-75.359245,Fall 2022,9,10,4,3,3,2
-8391685.00554758,4885942.986552,5311,9331943W,Bus,Infodev,93,Westbound,31943,Main St & Galbraith Av,40.137496,-75.383789,Fall 2022,0,0,0,0,0,0
-8393133.82872025,4887641.24662778,5312,9331944W,Bus,Infodev,93,Westbound,31944,Main St & Barry Av,40.149158,-75.396804,Fall 2022,3,6,0,4,1,3
-8394917.38960174,4889550.28056872,5313,9330436W,Bus,Infodev,93,Westbound,30436,Ridge Pk & Wilson Blvd - MBNS,40.162265,-75.412826,Fall 2022,1,7,1,1,1,2
-8397995.26220269,4892103.95474825,5314,9331948W,Bus,Infodev,93,Westbound,31948,Ridge Pk & Crosskeys Rd - FS,40.179794,-75.440475,Fall 2022,1,6,0,2,0,4
-8399121.48149104,4892902.72339486,5315,9331949W,Bus,Infodev,93,Westbound,31949,Main St & 2nd Av,40.185276,-75.450592,Fall 2022,2,3,0,2,0,2
-8399231.01986998,4893002.10044087,5316,9326689W,Bus,Infodev,93,Westbound,26689,Main St & 3rd Av,40.185958,-75.451576,Fall 2022,5,18,3,25,6,13
-8401378.03888891,4894556.41752038,5317,9331951W,Bus,Infodev,93,Westbound,31951,Main St & 3rd Av,40.196624,-75.470863,Fall 2022,2,1,0,0,0,0
-8413072.04007725,4900441.16733474,5318,9331421W,Bus,Infodev,93,Westbound,31421,Light Cap Rd & Evergreen Rd - MBNS,40.236991,-75.575912,Fall 2022,0,0,0,0,1,0
-8416789.44315281,4901470.88881766,5319,9326732W,Bus,Infodev,93,Westbound,26732,High St & Sunnybrook Rd,40.244052,-75.609306,Fall 2022,0,1,0,2,0,0
-8418360.60644586,4901429.76206555,5320,9326736W,Bus,Infodev,93,Westbound,26736,High St & Roland St - FS,40.24377,-75.62342,Fall 2022,0,1,0,1,0,0
-8418643.46927197,4901473.6597752,5321,9330235W,Bus,Infodev,93,Westbound,30235,High St & Price St - FS,40.244071,-75.625961,Fall 2022,0,0,0,0,0,0
-8418821.80309622,4901500.49435165,5322,9331957W,Bus,Infodev,93,Westbound,31957,High St & Keim St,40.244255,-75.627563,Fall 2022,0,2,1,0,0,0
-8391898.18237245,4886197.95452492,5323,9329479W,Bus,Infodev,93,Westbound,29479,Main St & Rose Av - FS,40.139247,-75.385704,Fall 2022,0,3,1,2,1,0
-8415940.07543805,4901519.30776668,5324,9326731W,Bus,Infodev,93,Westbound,26731,High St & Heritage Dr,40.244384,-75.601676,Fall 2022,0,0,0,1,0,1
-8387956.58184244,4883019.55152769,5325,9326612W,Bus,Infodev,93,Westbound,26612,Main St & Astor St,40.117416,-75.350296,Fall 2022,21,0,10,1,11,1
-8388133.13455484,4883158.86098201,5326,9326613W,Bus,Infodev,93,Westbound,26613,Main St & George St,40.118373,-75.351882,Fall 2022,4,2,5,1,5,1
-8392604.72718051,4886904.06517641,5327,9326628W,Bus,Infodev,93,Westbound,26628,Main St & Clearfield Av - FS,40.144096,-75.392051,Fall 2022,0,2,0,3,0,3
-8394452.85336666,4889130.19448234,5328,9326635W,Bus,Infodev,93,Westbound,26635,Eagleville Rd & Ridge Pk - MBFS,40.159381,-75.408653,Fall 2022,1,8,0,5,0,0
-8400416.57244693,4894036.14729088,5329,931589W,Bus,Infodev,93,Westbound,1589,Main St & 9th Av,40.193054,-75.462226,Fall 2022,0,2,0,0,0,1
-8413097.53224065,4900412.29409805,5330,9331420W,Bus,Infodev,93,Westbound,31420,Light Cap Rd & Evergreen Rd - MBFS,40.236793,-75.576141,Fall 2022,0,2,0,0,0,0
-8415490.78997321,4901597.77030272,5331,9326729W,Bus,Infodev,93,Westbound,26729,High St & Pleasant View Rd - FS,40.244922,-75.59764,Fall 2022,1,11,0,5,0,4
-8421396.84555725,4901590.6240608,5332,9326754W,Bus,Infodev,93,Westbound,26754,Hanover St & Queen St,40.244873,-75.650695,Fall 2022,9,18,0,0,0,0
-8388353.10186864,4883258.86803749,5333,9326614W,Bus,Infodev,93,Westbound,26614,Main St & Haws Av,40.11906,-75.353858,Fall 2022,12,7,10,4,9,4
-8390692.92624563,4884959.87058919,5334,9331424W,Bus,Infodev,93,Westbound,31424,Main St & Schuylkill Av,40.130744,-75.374877,Fall 2022,0,10,0,3,0,4
-8391526.93187065,4885755.87831329,5335,9326625W,Bus,Infodev,93,Westbound,26625,Main St & School Ln - FS,40.136211,-75.382369,Fall 2022,0,7,0,4,0,1
-8392332.10574756,4886630.7307401,5336,931562W,Bus,Infodev,93,Westbound,1562,Main St & Trooper Rd,40.142219,-75.389602,Fall 2022,6,25,5,20,5,12
-8397538.29569298,4891604.79354082,5337,9331947W,Bus,Infodev,93,Westbound,31947,Ridge Pk & Evansburg Rd - FS,40.176368,-75.43637,Fall 2022,3,3,0,2,0,2
-8399704.01638636,4893646.47262713,5338,9326691W,Bus,Infodev,93,Westbound,26691,Main St & 5th Av,40.19038,-75.455825,Fall 2022,7,5,4,2,4,3
-8400832.79602301,4894265.09196417,5339,9326695W,Bus,Infodev,93,Westbound,26695,Main St & 1st Av,40.194625,-75.465965,Fall 2022,0,1,0,1,2,1
-8401849.36561293,4894821.66386523,5340,9326698W,Bus,Infodev,93,Westbound,26698,Main St & Harvard Dr,40.198444,-75.475097,Fall 2022,1,4,1,3,0,2
-8402440.47210904,4895158.0414475,5341,9331952W,Bus,Infodev,93,Westbound,31952,Main St & 7th St,40.200752,-75.480407,Fall 2022,3,2,0,1,0,2
-8404683.44852904,4897304.83156773,5342,9330437W,Bus,Infodev,93,Westbound,30437,Ridge Pike & Township Line Rd - FS,40.21548,-75.500556,Fall 2022,17,7,6,3,3,4
-8408729.5780609,4900434.60522808,5343,9326717W,Bus,Infodev,93,Westbound,26717,Ridge Pk & Kugler Rd,40.236946,-75.536903,Fall 2022,4,4,5,1,4,2
-8410778.07933048,4901270.65273384,5344,9330438W,Bus,Infodev,93,Westbound,30438,Ridge Pk & Airport Rd - MBFS,40.242679,-75.555305,Fall 2022,2,1,0,3,0,2
-8412499.63525559,4900518.01721956,5345,931599W,Bus,Infodev,93,Westbound,1599,Philadelphia Premium Outlets,40.237518,-75.57077,Fall 2022,3,9,5,20,19,11
-8417558.88347317,4901442.01256954,5346,9330233W,Bus,Infodev,93,Westbound,30233,High St & Beech St - MBFS,40.243854,-75.616218,Fall 2022,0,7,0,5,2,9
-8417923.23216653,4901358.00941887,5347,9331958W,Bus,Infodev,93,Westbound,31958,High St & Rosedale Dr - FS,40.243278,-75.619491,Fall 2022,1,0,0,4,0,2
-8418503.31803306,4901450.32542019,5348,9330234W,Bus,Infodev,93,Westbound,30234,High St & Cedar St - FS,40.243911,-75.624702,Fall 2022,0,0,0,0,0,0
-8379087.31273297,4891266.35151941,5349,9427104S,Bus,Infodev,94,Southbound,27104,Morris Rd & Cathcart Rd,40.174045,-75.270622,Fall 2022,0,0,0,0,0,0
-8419262.62827976,4901471.47217708,5350,9330237W,Bus,Infodev,93,Westbound,30237,High St & Montgomery St - FS,40.244056,-75.631523,Fall 2022,0,0,0,0,0,0
-8419634.5466985,4901434.28308311,5351,9330238W,Bus,Infodev,93,Westbound,30238,High St & Madison St - FS,40.243801,-75.634864,Fall 2022,0,6,0,1,0,3
-8420094.07355649,4901506.03628414,5352,9330239W,Bus,Infodev,93,Westbound,30239,High St & Adams St - FS,40.244293,-75.638992,Fall 2022,0,11,0,4,0,8
-8420711.45145243,4901610.02101519,5353,9330240W,Bus,Infodev,93,Westbound,30240,High St & Franklin St - FS,40.245006,-75.644538,Fall 2022,0,35,0,19,0,22
-8421075.02090936,4901668.94132087,5354,9330241W,Bus,Infodev,93,Westbound,30241,High St & Evans St - FS,40.24541,-75.647804,Fall 2022,0,16,0,12,1,10
-8395950.99107376,4889044.11108299,5355,9320854W,Bus,Infodev,93,Westbound,20854,Montgomery County Correctional Facility,40.15879,-75.422111,Fall 2022,5,1,1,0,0,0
-8404313.19990266,4897003.51233537,5356,9331409W,Bus,Infodev,93,Westbound,31409,Ridge Pike & Township Line Rd - 1 MBNS,40.213413,-75.49723,Fall 2022,9,23,9,14,7,10
-8406318.39789032,4898728.0222406,5357,9326711W,Bus,Infodev,93,Westbound,26711,Ridge Pk & Sunset Rd,40.225242,-75.515243,Fall 2022,1,2,0,1,0,1
-8417240.39841001,4901474.8264944,5358,931591W,Bus,Infodev,93,Westbound,1591,High St & Armand Hammer Blvd,40.244079,-75.613357,Fall 2022,1,12,0,5,0,12
-8418976.42586893,4901499.32762942,5359,9330236W,Bus,Infodev,93,Westbound,30236,High St & Edgewood St,40.244247,-75.628952,Fall 2022,0,1,0,2,0,0
-8421221.07208128,4901690.67191841,5360,9326748W,Bus,Infodev,93,Westbound,26748,High St & Penn St - FS,40.245559,-75.649116,Fall 2022,0,20,0,4,0,7
-8389090.37085617,4883750.91164326,5361,9326619W,Bus,Infodev,93,Westbound,26619,Main St & Selma St,40.12244,-75.360481,Fall 2022,0,1,0,2,0,0
-8394766.21773324,4888746.83051971,5362,9331945W,Bus,Infodev,93,Westbound,31945,Prison Farm Rd & Eagleville Rd - FS,40.156749,-75.411468,Fall 2022,1,5,0,5,0,0
-8394723.80500725,4888746.83051971,5363,9331946W,Bus,Infodev,93,Westbound,31946,Eagleville Rd & Sunderland Rd - FS,40.156749,-75.411087,Fall 2022,1,2,1,0,0,0
-8387777.35746226,4882880.09846811,5364,9318307W,Bus,Infodev,93,Westbound,18307,Main St & Markley St,40.116458,-75.348686,Fall 2022,3,0,4,0,4,0
-8421503.04435146,4901718.52798924,5365,931593E,Bus,Infodev,93,Eastbound,1593,High St & York St - MBFS,40.24575,-75.651649,Fall 2022,1,0,8,0,6,0
-8421024.03658258,4901642.83549848,5366,9330246E,Bus,Infodev,93,Eastbound,30246,High St & Charlotte St - FS,40.245231,-75.647346,Fall 2022,13,0,4,0,5,0
-8420427.03015346,4901540.45467133,5367,9330249E,Bus,Infodev,93,Eastbound,30249,High St & Washington St - FS,40.244529,-75.641983,Fall 2022,42,1,29,0,29,0
-8419209.08360469,4901452.65885321,5368,9330252E,Bus,Infodev,93,Eastbound,30252,High St & Montgomery St,40.243927,-75.631042,Fall 2022,3,0,0,0,0,0
-8418990.00684681,4901478.18081286,5369,9330253E,Bus,Infodev,93,Eastbound,30253,High St & Edgewood St,40.244102,-75.629074,Fall 2022,0,0,0,0,0,0
-8418391.21930583,4901411.96969397,5370,9331419E,Bus,Infodev,93,Eastbound,31419,High St & Roland St,40.243648,-75.623695,Fall 2022,1,0,0,0,0,0
-8417928.35286311,4901337.44625651,5371,9331416E,Bus,Infodev,93,Eastbound,31416,High St & Rosedale Dr,40.243137,-75.619537,Fall 2022,1,0,0,0,1,0
-8407096.40981147,4899565.67500349,5372,9326793E,Bus,Infodev,93,Eastbound,26793,Ridge Pk & Limerick Rd,40.230987,-75.522232,Fall 2022,5,4,2,0,0,0
-8406340.43914949,4898731.37562612,5373,9331954E,Bus,Infodev,93,Eastbound,31954,Ridge Av & Sunset Rd,40.225265,-75.515441,Fall 2022,1,0,1,0,1,0
-8401892.66889485,4894821.66386523,5374,9326807E,Bus,Infodev,93,Eastbound,26807,Main St & Harvard Dr,40.198444,-75.475486,Fall 2022,1,1,0,0,0,1
-8401069.68389941,4894363.02536,5375,9331939E,Bus,Infodev,93,Eastbound,31939,Main St & Trappe Center - FS,40.195297,-75.468093,Fall 2022,1,2,0,0,0,0
-8399736.29903869,4893641.37227528,5376,9326814E,Bus,Infodev,93,Eastbound,26814,Main St & 5th Av,40.190345,-75.456115,Fall 2022,8,3,4,1,2,2
-8397945.94766826,4892020.613763,5377,9331413E,Bus,Infodev,93,Eastbound,31413,Ridge Pk & Crosskeys Rd,40.179222,-75.440032,Fall 2022,2,3,1,1,0,0
-8394351.77526902,4889106.88925795,5378,9326659E,Bus,Infodev,93,Eastbound,26659,Ridge Pk & Eagleville Rd - FS,40.159221,-75.407745,Fall 2022,12,2,8,0,9,1
-8393977.1851825,4888826.9395421,5379,931568E,Bus,Infodev,93,Eastbound,1568,Ridge Pk & Eaglestream Dr,40.157299,-75.40438,Fall 2022,7,3,4,2,3,1
-8392590.25564671,4886854.5527845,5380,9330432E,Bus,Infodev,93,Eastbound,30432,Main St & Clearfield Av - FS,40.143756,-75.391921,Fall 2022,0,1,2,4,0,2
-8390734.55973518,4884961.61774656,5381,9331408E,Bus,Infodev,93,Eastbound,31408,Main St & Schuylkill Av,40.130756,-75.375251,Fall 2022,7,0,2,1,1,0
-8390281.93468562,4884631.11930041,5382,9326672E,Bus,Infodev,93,Eastbound,26672,Main St & Rittenhouse Blvd,40.128486,-75.371185,Fall 2022,0,1,1,0,0,2
-8388988.4022026,4883646.53230172,5383,9331414E,Bus,Infodev,93,Eastbound,31414,Main St & Hamilton St,40.121723,-75.359565,Fall 2022,9,5,2,5,1,4
-8421179.43859173,4901666.17030851,5384,9330245E,Bus,Infodev,93,Eastbound,30245,High St & Penn St - FS,40.245391,-75.648742,Fall 2022,4,0,4,0,2,0
